tracking_id,gene_short_name,P5 AT1 Control_A,P5 AT1 Control_B,P5 AT1 Control_C,P5 AT1 Mutant_A, P5 AT1 Mutant_B,P5 AT1 Mutant_C,Average Log2 foldchange (FPKM +1),T-test p-value
XLOC_013145,Rorc,15.9,13.8,12.6,11.6,10.6,12.0,-0.3,0.127015426
XLOC_013146,Lingo4,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.43018991
XLOC_013147,Tdrkh,0.8,0.2,1.2,1.5,1.2,1.7,0.5,0.082632246
XLOC_013148,Mrpl9,21.9,26.5,22.3,41.7,33.3,25.3,0.5,0.168788227
XLOC_013149,Celf3,0.3,0.1,0.1,0.0,0.0,0.1,-0.1,0.476302077
XLOC_013150,Selenbp2,7.5,1.2,2.5,3.5,1.7,2.5,-0.2,0.619303256
XLOC_013151,Pogz,8.8,8.2,10.4,6.2,7.3,8.9,-0.3,0.103600852
XLOC_013152,Selenbp1,376.5,57.6,61.0,29.1,22.3,24.2,-2.1,0.115247778
XLOC_013153,Rfx5,8.3,6.1,7.7,6.2,6.4,8.7,0.0,0.797071822
XLOC_013154,Pi4kb,15.7,15.7,15.5,13.1,14.7,12.7,-0.2,0.069859911
XLOC_013155,Mir7013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013156,Vps72,22.6,28.5,25.9,39.5,38.6,31.8,0.5,0.076562771
XLOC_013157,Tmod4,0.7,0.3,0.9,0.2,0.3,0.2,-0.4,0.19489849
XLOC_013158,Lysmd1,5.9,6.2,5.5,4.9,4.6,5.4,-0.2,0.174217519
XLOC_013159,Sema6c,0.8,2.7,2.4,1.6,1.8,1.8,-0.1,0.865197751
XLOC_013160,Gm16740,1.8,2.6,2.4,2.6,3.0,2.2,0.1,0.397558347
XLOC_013161,Cdc42se1,35.3,35.7,36.1,50.7,43.7,44.7,0.4,0.037397258
XLOC_013162,Fam63a,23.0,21.2,18.8,19.7,18.5,19.2,-0.1,0.235784577
XLOC_013163,Cers2,246.4,153.0,196.9,89.6,106.5,114.9,-0.9,0.081413431
XLOC_013164,Gm4349,0.0,0.1,0.5,0.2,0.0,0.0,-0.2,0.57981562
XLOC_013165,Arnt,22.5,20.3,24.7,16.7,16.6,20.6,-0.3,0.023972018
XLOC_013166,Ctsk,12.2,23.6,23.1,25.6,16.0,18.1,0.1,0.927168198
XLOC_013167,Ctss,61.8,151.1,129.1,46.1,34.5,78.6,-1.1,0.174457637
XLOC_013168,Hormad1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013169,Golph3l,13.6,12.0,13.0,14.3,11.8,14.6,0.1,0.332327578
XLOC_013170,Ensa,33.4,38.3,40.3,33.4,39.4,38.9,0.0,0.926016277
XLOC_013171,Mcl1,285.4,233.4,229.7,123.9,169.9,154.0,-0.7,0.084200906
XLOC_013172,C920021L13Rik,0.3,0.8,0.7,0.2,0.4,0.2,-0.3,0.127123398
XLOC_013173,Aph1a,40.4,44.6,39.4,45.2,45.0,40.5,0.1,0.260851961
XLOC_013174,Anp32e,22.1,27.2,28.4,41.6,35.2,38.8,0.6,0.075156196
XLOC_013175,Gm9054,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.90529717
XLOC_013176,Mir1946b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013177,Otud7b,26.8,18.2,16.8,14.9,15.3,16.6,-0.4,0.27136129
XLOC_013178,Mtmr11,1.5,2.1,1.4,2.3,2.3,2.0,0.3,0.119499752
XLOC_013179,Sf3b4,22.7,25.1,23.7,36.7,33.1,32.4,0.5,0.030261724
XLOC_013180,Sv2a,0.4,0.4,0.4,0.2,0.3,0.2,-0.2,0.103503187
XLOC_013181,Hist2h2ab,0.0,0.0,0.0,0.2,0.4,0.0,0.2,0.197449591
XLOC_013182,Hist2h2be,1.7,1.1,2.2,3.0,2.1,3.0,0.5,0.018527013
XLOC_013183,Hist2h2aa2,0.7,0.0,0.3,0.3,0.0,0.0,-0.2,0.184580233
XLOC_013184,Hist2h3c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013185,Hist2h3b,0.0,1.0,0.2,0.2,0.6,0.7,0.1,0.635099329
XLOC_013186,Hist2h2bb,0.0,0.3,0.2,0.2,1.5,0.2,0.4,0.268392673
XLOC_013187,Hfe2,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.892356467
XLOC_013188,Txnip,459.1,272.9,273.9,249.7,179.1,195.1,-0.7,0.029430478
XLOC_013189,Ankrd34a,0.0,0.1,0.2,0.0,0.1,0.0,-0.1,0.32227949
XLOC_013190,Lix1l,9.7,16.4,12.5,12.6,11.5,9.7,-0.2,0.596091877
XLOC_013191,Rbm8a,19.8,22.7,22.7,34.2,29.9,27.0,0.5,0.098461522
XLOC_013192,Pex11b,12.4,12.8,13.3,13.0,13.8,12.3,0.0,0.81491343
XLOC_013193,Itga10,0.6,0.5,0.6,0.2,0.4,0.5,-0.2,0.173080816
XLOC_013194,Ankrd35,0.3,0.3,0.6,0.4,0.4,0.4,0.0,0.765340853
XLOC_013195,Pias3,15.6,15.0,13.5,8.3,11.3,9.0,-0.6,0.047777561
XLOC_013196,Rnf115,15.8,15.2,17.4,17.5,13.4,17.8,0.0,0.963101524
XLOC_013197,Pdzk1,1.3,0.8,1.0,1.1,1.0,1.3,0.1,0.628553172
XLOC_013198,Gja5,3.6,7.1,3.3,1.8,1.5,2.8,-0.9,0.194507336
XLOC_013199,Acp6,7.4,9.6,8.7,6.1,6.7,8.8,-0.2,0.23639936
XLOC_013200,Mir378c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013201,Fmo5,1.9,1.4,1.5,0.8,0.9,0.9,-0.5,0.037654909
XLOC_013202,Prkab2,7.5,5.0,7.5,3.9,4.6,6.5,-0.4,0.241414495
XLOC_013203,Sec22b,26.7,29.6,35.0,36.4,31.2,35.7,0.2,0.296324957
XLOC_013204,Gm5544,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.422649731
XLOC_013205,Notch2,27.8,19.7,25.9,20.7,20.0,25.9,-0.1,0.449546174
XLOC_013206,Adam30,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.422649731
XLOC_013207,Reg4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.422649731
XLOC_013208,Hmgcs2,73.2,62.6,42.7,110.6,154.7,113.9,1.1,0.049880693
XLOC_013209,Zfp697,6.8,6.3,8.7,0.8,2.1,2.5,-1.6,0.0253046
XLOC_013210,LOC102634753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013211,Wars2,2.1,1.8,2.6,2.5,2.3,2.7,0.1,0.159718373
XLOC_013212,Tbx15,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.64504768
XLOC_013213,Spag17,0.3,0.2,0.2,0.2,0.0,0.1,-0.2,0.084099367
XLOC_013214,Gdap2,7.9,6.6,6.8,6.9,5.8,7.0,-0.1,0.282487384
XLOC_013215,4930406D18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013216,Vtcn1,0.8,0.1,0.5,20.1,5.9,11.2,3.1,0.006175003
XLOC_013217,Trim45,0.7,1.5,1.2,0.8,1.7,1.3,0.1,0.050076332
XLOC_013218,Igsf3,9.1,11.1,9.9,8.8,9.0,8.3,-0.2,0.138418344
XLOC_013219,Nhlh2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013220,Casq2,0.4,0.2,0.1,4.2,2.9,3.5,1.9,0.002166385
XLOC_013221,A230001M10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013222,Ngf,0.6,2.3,2.0,4.2,4.3,3.3,1.0,0.116515617
XLOC_013223,Tspan2,128.8,44.0,48.2,15.9,18.0,23.1,-1.7,0.102165293
XLOC_013224,Sike1,27.2,19.9,25.7,18.4,18.1,21.0,-0.3,0.120162143
XLOC_013225,Csde1,84.4,62.7,79.0,114.6,79.9,107.5,0.4,0.005918958
XLOC_013226,Nras,23.5,20.8,26.0,28.7,24.4,31.0,0.2,0.004712209
XLOC_013227,Ampd1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.907641395
XLOC_013228,Dennd2c,1.4,1.2,1.2,2.2,1.5,2.1,0.3,0.05133507
XLOC_013229,Bcas2,28.2,31.8,35.6,53.3,44.7,46.3,0.6,0.068190341
XLOC_013230,Mir3473f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013231,Trim33,13.4,8.8,11.6,12.1,9.8,13.0,0.1,0.649459613
XLOC_013232,Syt6,0.1,0.2,0.2,0.2,0.1,0.2,-0.1,0.476976988
XLOC_013233,Gm15471,0.0,0.1,0.1,0.0,0.0,0.0,-0.1,0.190589002
XLOC_013234,Ap4b1,7.9,7.6,7.2,5.7,6.4,6.1,-0.3,0.054833255
XLOC_013235,Bcl2l15,0.1,0.0,0.0,0.0,0.0,0.0,-0.1,0.203440316
XLOC_013236,Ptpn22,0.2,1.4,0.8,0.2,0.8,0.4,-0.3,0.094420233
XLOC_013237,Rsbn1,6.3,4.7,4.6,3.5,3.2,4.0,-0.4,0.114938741
XLOC_013238,Phtf1,7.7,7.3,11.7,9.7,8.9,12.3,0.2,0.110105205
XLOC_013239,Slc16a1,6.2,5.3,6.7,7.9,10.7,11.5,0.6,0.068298969
XLOC_013240,Ppm1j,0.5,0.9,0.4,1.9,1.6,1.0,0.7,0.054059319
XLOC_013241,Rhoc,60.4,93.0,70.8,134.1,114.2,87.8,0.6,0.173348276
XLOC_013242,St7l,5.7,5.7,6.0,4.1,4.4,4.1,-0.4,0.009933768
XLOC_013243,4930564D02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013244,Kcnd3,0.4,0.5,0.3,0.2,0.2,0.3,-0.2,0.12705881
XLOC_013245,Fam212b,8.9,8.7,8.5,2.2,5.2,4.8,-1.0,0.085983171
XLOC_013246,Gm5547,0.3,0.5,0.4,0.4,0.3,0.3,-0.1,0.68583409
XLOC_013247,Adora3,0.3,1.0,1.5,0.1,0.6,0.3,-0.5,0.159258674
XLOC_013248,Wdr77,9.6,9.0,12.0,15.2,13.8,14.8,0.5,0.04193317
XLOC_013249,Ovgp1,0.4,0.2,0.3,0.2,0.2,0.2,-0.1,0.468788608
XLOC_013250,Chia1,67.9,2.6,7.5,5.2,0.5,5.7,-1.7,0.210134317
XLOC_013251,Dennd2d,5.4,3.2,4.8,6.3,4.5,6.4,0.3,0.036131569
XLOC_013252,Dram2,19.9,16.3,21.1,14.5,12.9,17.8,-0.3,0.029542223
XLOC_013253,Lrif1,15.6,7.9,9.7,8.7,7.4,7.3,-0.4,0.182853645
XLOC_013254,Kcna3,2.2,3.0,6.4,1.0,0.5,3.4,-0.9,0.057391078
XLOC_013255,AI504432,1.4,1.8,6.0,0.9,0.3,3.0,-0.7,0.076460773
XLOC_013256,Kcna2,1.7,0.5,0.6,0.5,0.2,0.5,-0.4,0.238868397
XLOC_013257,Kcna10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422649731
XLOC_013258,A630076J17Rik,0.0,0.0,0.0,1.8,2.1,5.6,2.0,0.036581852
XLOC_013259,Lamtor5,28.5,39.4,40.0,50.2,43.6,48.5,0.4,0.181164098
XLOC_013260,Slc16a4,0.8,0.3,0.9,0.9,1.1,3.0,0.6,0.152084559
XLOC_013261,Alx3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013262,Eps8l3,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.422649731
XLOC_013263,Gstm5,2.9,8.2,5.6,8.2,6.4,7.4,0.4,0.441670131
XLOC_013264,Gnat2,0.0,0.0,0.0,0.2,0.1,0.0,0.1,0.170977079
XLOC_013265,Amigo1,3.7,3.6,3.5,2.4,2.7,2.6,-0.4,0.022195968
XLOC_013266,Psma5,32.2,38.6,41.7,69.3,53.9,57.3,0.7,0.084195572
XLOC_013267,Sort1,211.8,147.0,167.0,58.1,71.4,81.8,-1.3,0.041709459
XLOC_013268,Mybphl,0.6,0.2,0.1,0.1,0.0,0.1,-0.2,0.387774963
XLOC_013269,Psrc1,0.9,2.3,2.4,11.1,6.6,9.6,1.8,0.05154166
XLOC_013270,1700013F07Rik,0.2,0.6,0.0,0.3,0.1,0.2,-0.1,0.806127773
XLOC_013271,Taf13,22.5,16.3,21.9,24.6,21.0,25.4,0.2,0.07280815
XLOC_013272,Wdr47,10.5,6.5,9.3,4.7,7.9,8.1,-0.3,0.488071444
XLOC_013273,Clcc1,17.3,15.0,17.4,17.4,15.5,16.1,0.0,0.698827675
XLOC_013274,Aknad1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194308221
XLOC_013275,Henmt1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.146815746
XLOC_013276,Slc25a54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013277,Slc25a24,19.4,14.6,20.2,44.5,28.2,37.3,1.0,0.009180161
XLOC_013278,Vav3,1.4,2.1,1.6,1.1,0.9,1.6,-0.3,0.305828318
XLOC_013279,Gm6602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013280,Col11a1,0.7,0.6,0.5,0.8,0.6,0.4,0.0,0.867035595
XLOC_013281,Mir669b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013282,Olfm3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013283,Dph5,3.0,2.7,3.0,4.9,4.1,4.7,0.5,0.004456537
XLOC_013284,Extl2,5.8,5.4,5.9,7.2,6.7,6.9,0.2,0.005435524
XLOC_013285,Dbt,8.7,6.0,9.8,11.4,7.4,11.0,0.3,0.047810984
XLOC_013286,Lrrc39,0.5,0.3,0.4,0.5,0.2,0.3,-0.1,0.113379182
XLOC_013287,Sass6,1.2,1.7,2.1,2.2,2.0,2.6,0.3,0.156437533
XLOC_013288,Frrs1,1.0,1.7,2.1,7.7,2.9,5.0,1.2,0.12554305
XLOC_013289,4930455H04Rik,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.281845677
XLOC_013290,4833424O15Rik,0.2,0.3,0.1,0.2,0.1,0.1,-0.1,0.308517229
XLOC_013291,Mir137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013292,Dpyd,2.3,3.3,6.3,2.4,2.1,5.0,-0.2,0.233745937
XLOC_013293,Alg14,8.1,7.9,12.8,15.2,12.9,16.7,0.6,0.04724022
XLOC_013294,Cnn3,39.8,90.3,58.1,107.6,108.1,110.9,0.9,0.123408598
XLOC_013295,4930432M17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013296,F3,158.8,172.0,158.0,98.9,108.7,100.2,-0.7,0.000139333
XLOC_013297,Arhgap29,27.2,26.9,40.6,17.6,20.5,31.6,-0.4,0.030432698
XLOC_013298,Abca4,0.7,0.5,1.1,0.8,0.5,1.0,0.0,0.904627621
XLOC_013299,Gclm,11.0,12.4,11.7,22.1,18.1,16.8,0.6,0.048702187
XLOC_013300,Dnttip2,12.3,11.1,14.1,19.6,13.2,17.6,0.4,0.08500075
XLOC_013301,Bcar3,163.4,36.0,24.7,51.8,27.9,20.3,-0.8,0.230088625
XLOC_013302,Pde5a,8.2,25.3,23.2,10.7,11.6,19.8,-0.3,0.523436846
XLOC_013303,Fabp2,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.28438179
XLOC_013304,1810037I17Rik,49.1,78.2,59.9,65.7,66.4,55.8,0.0,0.906543275
XLOC_013305,Sec24d,30.2,22.2,29.1,21.5,18.7,23.8,-0.3,0.045421863
XLOC_013306,Prss12,3.7,6.2,3.2,2.6,3.6,2.5,-0.4,0.060140482
XLOC_013307,Tram1l1,0.5,0.7,0.8,0.2,0.4,0.3,-0.4,0.058350002
XLOC_013308,Ndst4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.186771423
XLOC_013309,Arsj,0.4,0.3,0.4,0.1,0.2,0.5,-0.1,0.432728436
XLOC_013310,Camk2d,22.3,13.6,17.1,20.7,14.4,17.3,0.0,0.970298479
XLOC_013311,LOC100862268,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.217664852
XLOC_013312,Mir302b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013313,Mir302c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013314,Mir302a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013315,Mir302d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013316,Mir367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013317,Zgrf1,1.0,0.8,1.1,1.1,1.2,2.1,0.3,0.18147546
XLOC_013318,Neurog2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013319,Tifa,1.3,3.2,1.9,1.7,2.0,1.7,-0.1,0.548778597
XLOC_013320,9830132P13Rik,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.050037461
XLOC_013321,Pitx2,0.1,0.0,0.1,0.0,0.0,0.0,-0.1,0.086505931
XLOC_013322,Gm5712,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.422649731
XLOC_013323,Elovl6,0.8,1.1,1.2,4.0,1.8,2.5,0.9,0.125786449
XLOC_013324,6330410L21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422649731
XLOC_013325,Cfi,0.4,0.1,0.1,1.8,0.2,0.5,0.5,0.186159216
XLOC_013326,Pla2g12a,11.3,9.9,6.8,13.1,11.3,8.2,0.2,0.007699209
XLOC_013327,Casp6,10.8,12.3,13.1,20.8,15.5,18.7,0.6,0.08113717
XLOC_013328,Col25a1,0.6,1.1,0.7,0.5,0.1,0.4,-0.4,0.209851523
XLOC_013329,Etnppl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.746442455
XLOC_013330,Lef1,0.4,3.7,1.3,0.6,1.7,1.1,-0.2,0.53492089
XLOC_013331,Papss1,30.8,37.6,35.4,43.7,44.2,43.9,0.3,0.04985519
XLOC_013332,Dkk2,0.2,0.1,0.2,0.1,0.1,0.1,-0.1,0.068718703
XLOC_013333,Gm5549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013334,Tbck,4.7,3.5,6.0,3.1,2.6,4.9,-0.4,0.046222047
XLOC_013335,Ints12,6.9,8.0,9.0,8.7,8.1,8.8,0.1,0.460585272
XLOC_013336,Ppa2,28.1,24.4,30.3,33.5,24.3,31.9,0.1,0.291831111
XLOC_013337,Cxxc4,0.3,0.4,0.4,0.6,0.4,0.2,0.0,0.92362219
XLOC_013338,Tacr3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422649731
XLOC_013339,Cenpe,0.6,1.9,2.2,4.3,4.7,5.6,1.2,0.032871778
XLOC_013340,Bdh2,1.3,1.6,1.7,0.5,0.8,1.4,-0.4,0.099606601
XLOC_013341,Slc9b2,0.1,0.1,0.1,1.0,0.4,0.4,0.5,0.090205825
XLOC_013342,Slc9b1,0.1,0.1,0.0,0.0,0.0,0.0,-0.1,0.185893792
XLOC_013343,Ube2d3,138.6,98.5,120.0,157.8,116.8,141.4,0.2,0.006341753
XLOC_013344,Manba,14.5,9.2,17.6,21.2,19.6,23.5,0.6,0.07606277
XLOC_013345,Slc39a8,283.2,131.2,301.6,101.4,181.3,213.1,-0.5,0.463608245
XLOC_013346,Ppp3ca,219.8,101.6,164.0,112.6,104.4,123.6,-0.4,0.265221814
XLOC_013347,Emcn,4.8,16.8,13.3,8.9,6.1,9.2,-0.4,0.620542662
XLOC_013348,Ddit4l,0.4,0.3,0.1,5.2,3.8,4.1,2.1,0.002337965
XLOC_013349,H2afz,104.0,191.1,153.8,336.5,292.8,250.1,1.0,0.100978704
XLOC_013350,Dnajb14,6.9,6.7,7.9,8.3,6.5,7.9,0.1,0.545264127
XLOC_013351,Lamtor3,26.0,37.0,35.8,30.5,32.9,35.5,0.0,0.904361905
XLOC_013352,Trmt10a,1.0,1.1,1.4,1.9,2.0,2.2,0.5,0.005773122
XLOC_013353,Adh7,4.5,2.2,4.7,4.3,2.6,3.9,0.0,0.754220837
XLOC_013354,Adh1,108.1,123.2,105.0,69.0,45.3,66.3,-0.9,0.072428146
XLOC_013355,Adh6a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013356,Adh6-ps1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.407862833
XLOC_013357,Adh4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013358,Adh5,29.1,33.8,39.7,53.6,40.0,42.4,0.4,0.233648855
XLOC_013359,Eif4e,11.7,13.2,17.5,27.5,19.2,24.3,0.7,0.089391534
XLOC_013360,Mir1956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013361,Tspan5,13.6,23.1,31.1,9.2,9.9,11.0,-1.0,0.06177712
XLOC_013362,Stpg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013363,Mirlet7j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013364,Unc5c,2.5,2.8,2.4,2.1,0.7,2.2,-0.5,0.308318184
XLOC_013365,Gbp5,0.2,0.7,0.3,0.1,0.5,0.4,-0.1,0.437200812
XLOC_013366,Gbp7,1.3,2.6,2.4,1.1,1.9,1.9,-0.2,0.038236894
XLOC_013367,Gbp3,1.0,2.0,1.3,0.9,1.5,0.6,-0.3,0.140041339
XLOC_013368,Gbp2b,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.422649731
XLOC_013369,Gbp2,2.0,3.9,2.2,2.6,4.4,1.5,0.0,0.9167929
XLOC_013370,Ccbl2,1.2,0.6,0.6,0.2,0.4,0.7,-0.3,0.364789593
XLOC_013371,Gtf2b,30.2,36.1,35.9,35.1,36.7,36.9,0.1,0.277411783
XLOC_013372,A830019L24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422649731
XLOC_013373,42993,245.3,231.1,282.3,193.2,172.8,190.0,-0.4,0.021844713
XLOC_013374,Odf2l,4.9,3.2,5.2,5.3,4.6,7.8,0.3,0.125879218
XLOC_013375,Col24a1,0.2,0.7,0.6,0.2,0.4,0.5,-0.1,0.272567846
XLOC_013376,Znhit6,2.4,2.6,3.2,5.3,4.2,4.5,0.6,0.052999758
XLOC_013377,Ddah1,2.7,7.2,4.7,7.1,7.5,7.0,0.5,0.216079037
XLOC_013378,Bcl10,27.8,24.6,22.3,30.5,28.2,29.3,0.2,0.090413354
XLOC_013379,2410004B18Rik,18.0,22.4,19.5,19.1,21.0,20.6,0.0,0.732935484
XLOC_013380,Syde2,12.3,8.3,11.1,6.6,8.6,8.1,-0.4,0.258017311
XLOC_013381,Mcoln3,0.5,1.5,2.5,0.6,0.2,0.9,-0.6,0.199146415
XLOC_013382,Mcoln2,0.0,0.4,0.1,0.5,0.1,0.3,0.1,0.607568551
XLOC_013383,Lpar3,0.7,0.6,1.0,0.3,0.6,0.5,-0.3,0.172870611
XLOC_013384,Ssx2ip,22.7,13.9,15.0,41.4,30.4,35.5,1.0,0.01002345
XLOC_013385,Ctbs,12.8,7.6,11.0,5.3,4.6,6.0,-0.8,0.030696123
XLOC_013386,Gng5,253.8,217.3,273.9,303.1,189.5,254.7,0.0,0.921046842
XLOC_013387,Uox,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.263495661
XLOC_013388,Gm16325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187958042
XLOC_013389,Ttll7,13.5,5.9,9.5,8.3,5.6,9.4,-0.2,0.34491297
XLOC_013390,Gm1653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.839084758
XLOC_013391,Eltd1,5.9,5.6,3.0,3.6,2.1,2.8,-0.6,0.189192713
XLOC_013392,Fubp1,14.1,10.5,22.2,18.6,16.8,27.2,0.4,0.0545043
XLOC_013393,Usp33,32.1,22.0,30.0,20.6,20.4,28.6,-0.3,0.281479191
XLOC_013394,Zzz3,11.2,8.9,11.2,8.4,8.6,11.1,-0.1,0.336461688
XLOC_013395,AI115009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013396,Pigk,9.9,10.6,10.8,10.8,10.7,10.5,0.0,0.65120712
XLOC_013397,Asb17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013398,Slc44a5,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.805258629
XLOC_013399,AI606473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422649731
XLOC_013400,Cryz,2.5,2.9,3.9,7.2,5.1,6.1,0.8,0.065377805
XLOC_013401,Erich3,0.2,0.2,0.1,0.0,0.0,0.0,-0.2,0.085036102
XLOC_013402,Lrriq3,0.1,0.1,0.2,0.2,0.1,0.0,0.0,0.8137478
XLOC_013403,9330178D15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013404,Negr1,1.0,1.9,2.3,2.3,1.8,1.7,0.1,0.736367112
XLOC_013405,Zranb2,18.1,15.5,29.6,21.8,17.5,31.7,0.2,0.063171973
XLOC_013406,Mir186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013407,Ptger3,1.8,2.2,1.2,1.2,0.8,0.9,-0.5,0.113722476
XLOC_013408,Ankrd13c,19.4,15.7,18.8,19.9,18.3,19.8,0.1,0.192822381
XLOC_013409,Lrrc40,4.3,4.2,4.5,7.8,5.7,7.9,0.6,0.035388456
XLOC_013410,Gm20752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422649731
XLOC_013411,Depdc1a,0.6,1.8,2.7,5.2,3.4,5.2,1.1,0.115234769
XLOC_013412,Rpe65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013413,Wls,175.5,111.6,177.6,131.9,124.0,154.5,-0.2,0.448476405
XLOC_013414,2700069I18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013415,Pex2,21.7,18.2,21.1,26.8,21.1,22.6,0.2,0.073028839
XLOC_013416,1700008P02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013417,Il7,0.4,0.2,0.3,0.2,0.4,0.6,0.1,0.614241893
XLOC_013418,1700010I02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013419,Gm6194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422649731
XLOC_013420,Hey1,5.9,6.2,4.5,3.0,2.3,3.7,-0.7,0.117136792
XLOC_013421,Mrps28,23.4,23.5,18.5,33.3,35.9,29.5,0.6,0.005682826
XLOC_013422,Tpd52,36.8,32.9,38.0,89.7,49.0,56.9,0.8,0.07501035
XLOC_013423,Zfp704,10.4,6.7,9.7,6.8,5.5,7.9,-0.4,0.067718871
XLOC_013424,Pag1,6.8,10.0,10.3,8.8,7.8,10.4,0.0,0.972717313
XLOC_013425,Pmp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422649731
XLOC_013426,Fabp9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_013427,Fabp4,11.3,3.0,4.6,5.6,1.1,5.3,-0.6,0.25971168
XLOC_013428,Fabp12,0.7,0.1,0.2,0.1,0.0,0.1,-0.3,0.189098184
