"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"103","Calcium signaling pathway",0.00029400544760507,0.00913919061597889,0.412814306870216,1.93100631878489,120,58,"ATP2A3;CACNA1D;ITPR2;CACNA1A;CAMK2B;ADCY9;PLCB1;ITPKB;GNAQ;ATP2B4;ATP2B2;VDAC2;P2RX4;GNAS;ATP2A2;SLC8A1;ADORA2B;CALM3;CHRM3;PRKACB;PDE1C;CALM2;ATP2B1;TRPC1;PPP3CA;PRKACA;CALM1;PTK2B;PRKCA;PPP3R1;PRKCB;VDAC1;VDAC3"
"104","Cap-dependent translation initiation",0.000473997528922835,0.0128242664769678,0.566202988150438,2.09022554078278,210,23,"EIF3A;EIF1AX;EIF4G1;EIF4A1;EIF5;EIF3F;EIF3E;EIF5B;EIF4B;EIF2S2;EIF2S1;EIF3G;EIF3H;EIF4H;EIF3C;EIF3D;EIF4E;EIF3K;PABPC1;UBA52;EIF4A2;EIF3I;EIF3B"
"105","Cell adhesion molecules (CAMs)",0.00258540060944901,0.0439217475628489,0.437400699572064,1.82504783558073,1113,36,"CLDN7;NRXN1;PTPRF;NFASC;CDH2;NCAM1;NEGR1;GLG1;CDH1;CNTN1;ITGA6;ITGAV"
"106","Circadian rhythm",0.000199699974562027,0.00748106827782363,0.45175792385853,2.01326412966093,83,47,"PER3;NCOR1;CRY2;BHLHE41;DBP;CHD9;MEF2D;TBL1X;CREBBP;NR3C1;EP300;PER1;RORA;NAMPT;SREBF1;BTRC;ATF2;CLOCK;BHLHE40;NCOA6;NR1D1;NCOA2;CUL1;CSNK1E;CREB1;NCOA1;UBC;NCOA3"
"107","Class B GPCRs (secretin family receptors)",1.5725036504549e-05,0.00141749112248886,0.652209755120901,2.40773276833921,6,23,"GLP1R;GCGR;WNT4;GIPR;GNG5;ADM2;GNAS;GNB2;GNB1;FZD3;IAPP;VIPR1"
"108","Cyclin A-Cdk2-associated events at S phase entry",0.00188062541161548,0.0343449215796278,0.371949950071836,1.7531965116665,770,60,"PSMB8;PSMB10;PSMA6;CCND1;PSMB5;CDKN1B;CKS1B;PSME4;CUL1;UBC;PSMF1;PSMA3;CDKN1A;PSMA4;PSMC2;PSMA2;PSMB2;UBB;PSMB4;PSMB9;PSMD13;PSMD14;PSMB3;PSME2;PSMD1;PSMC6;PSME1;CDK4;PSMA1;PSMC5;PSMB7;PSMA5;PSMD7;PSMA7;PSMD6;PSMB6;CCNH;PSMD8;PSMB1;UBA52;PSMD11;PSMD2;PSMD3;PSMC4;PSMD12;PSMD4;FZR1"
"109","Degradation of beta-catenin by the destruction complex",8.34919270673461e-05,0.00420626570501354,0.420204512941603,2.00880447840419,33,64,"CSNK1A1;PSMB8;PSMB10;PSMA6;PSMB5;BTRC;GSK3B;PPP2R5C;PSME4;PPP2R5A;CUL1;PPP2CA;APC;UBC;PSMF1;AXIN1;PSMA3;PSMA4;PSMC2;PSMA2;PSMB2;UBB;PSMB4;PSMB9;PSMD13;PSMD14;PSMB3;PSME2;PSMD1;PSMC6;PPP2CB;PSME1;PSMA1;PSMC5;PSMB7;PSMA5;PSMD7;PSMA7;PSMD6;PSMB6;CTNNB1;PSMD8;PSMB1;UBA52;RBX1;PSMD11;PSMD2;PSMD3;PSMC4;PSMD12;PSMD4"
"110","Destabilization of mRNA by AUF1 (hnRNP D0)",2.40980695036521e-06,0.000671263049656925,0.530382545814532,2.44172605303052,0,54,"PSMB8;PSMB10;PSMA6;HNRNPD;EIF4G1;CCND1;PSMB5;PSME4;UBC;PSMF1;HSPA8;HSPB1;PSMA3;PSMA4;PSMC2;PSMA2;PSMB2;UBB;PSMB4;PSMB9;PSMD13;PSMD14;PSMB3;PSME2;PSMD1;PSMC6;PSME1;CDK4;PSMA1;PSMC5;PSMB7;PSMA5;PSMD7;PSMA7;PSMD6;PSMB6;PABPC1;PSMD8;PSMB1;UBA52;RBX1;PSMD11;PSMD2;PSMD3;PSMC4;PSMD12;PSMD4"
"111","Developmental biology",3.46540735863501e-05,0.00220128702215902,0.282632773631542,1.69111856942474,10,242,"DNM3;NCOR1;SPTBN1;CACNA1D;SCN9A;COL6A6;ROBO2;TCF4;SPAG9;NFASC;CDH2;MYH9;NCAM1;PAX6;HNF4A;CHD9;MED13;SLC2A2;MEF2D;PRNP;ANK2;TRIO;TBL1X;ROCK1;CREBBP;NKX6-1;EP300;PAK3;NEUROD1;KRAS;MYO10;INSM1;SCN3A;LPL;CEBPD;CSNK2B;DCX;PLXNB1;CACNB2;CDK5R1;NKX2-2;RHOB;CNTN1;GCK;SREBF1;HSP90AA1;FOXO1;ROBO1;CDC42;FOXA2;AKT3;RDX;IAPP;PDX1;PFN1;TLN1;SIAH2;ITGAV;GSK3B;CSNK2A2;TCF12;MET;CLTC;ENAH;SRGAP1;NCOA6;ARHGEF12;EVL;SMAD4;NCOA2;DPYSL2;TRPC1;RHOA;ACVR2A;FOXO3;PAK2;MEF2A;DLG4;CDK8;NRTN;CSNK2A1;ROCK2;MYL12B;YWHAB;SPTAN1;NCOR2;CREB1;RAF1;MED13L;NCOA1;SH3GL2;CDON;NCOA3;MYL6;DRAP1;NCK2;MED25;CLASP2;ARHGEF11;SOS1;MED23;HSP90AB1;TRPC4;RANBP9;CACNB3;MAPK1;SOS2;WASL"
"112","Diurnally regulated genes with circadian orthologs",0.000560509435629794,0.0141570503944911,0.47223433384,1.98444660118199,240,37,"KLF9;CRY2;NR1D2;PURA;PER1;DNAJA1;SUMO3;NCKAP1;TOB1;GSTP1;CLOCK;EIF4G2;TUBB3;ZFR;SUMO1;RBPMS"
"113","Downstream signaling events Of B cell receptor (BCR)",0.000181837739270293,0.00699118255457626,0.365859953730238,1.86590216665489,70,88,"TRIB3;PSMB8;PSMB10;PSMA6;KRAS;PSMB5;RICTOR;FOXO1;AKT3;CDKN1B;BTRC;PDPK1;MDM2;GSK3B;PSME4;PTEN;FOXO3;CUL1;PHLPP1;CREB1;UBC;MALT1;CHUK;PSMF1;PRKCB;IKBKB;MAP3K7;PSMA3;CDKN1A;PSMA4;PSMC2;PSMA2;PSMB2;THEM4;UBB;PSMB4;PSMB9;NR4A1;PSMD13;PSMD14;PSMB3;PSME2;HRAS;PSMD1;PSMC6;PSME1;NFKBIB;PSMA1;PSMC5;PSMB7;PSMA5;PSMD7;PSMA7;PSMD6;PSMB6;PSMD8;PSMB1;BAD;UBA52;TSC2;PSMD11;PSMD2;PSMD3;PSMC4;PSMD12;PSMD4"
"114","Eicosanoid metabolism",0.00122757651098702,0.0245683463363292,0.913076750219499,1.83044878046498,591,4,"PLCB1;HPGDS"
"115","Electron transport chain",1.0149450660983e-05,0.00105916767254972,0.418256301558601,2.10938669167893,3,83,"UCP2;UQCRQ;NDUFC2;COX5A;NDUFB9;NDUFA12;NDUFV2;COX6A2;ATP5G1;NDUFS7;SDHD;ATP5B;ATP5J2;COX8A;ATP5H;COX7A2L;COX6A1;SDHA;NDUFC1;ATP5A1;ATPIF1;ATP5J;UQCR11;NDUFA2;ATP5E;ATP5L;NDUFA1;NDUFA5;NDUFB10;NDUFB6;NDUFA8;ATP5F1;COX17;SDHB;NDUFA6;ATP5C1;NDUFAB1;UQCRH;NDUFA7;COX5B;UQCRB;COX7A2;SLC25A4;ATP5G2;NDUFS3;NDUFV3;SURF1;COX7C;NDUFA10;NDUFS4;NDUFA3;NDUFS6;NDUFA9;UQCR10;NDUFS2;UQCRC2;SLC25A5;NDUFB7;NDUFB4;COX7B;ATP5D;UQCRC1;NDUFB5;UQCRFS1;NDUFS8;NDUFA4;NDUFB8;COX4I1;NDUFB3;ATP5O;COX6B1;ATP5G3"
"116","Elevation of cytosolic calcium levels",0.00146090663991473,0.0286513115072341,0.867884254161403,1.89938078821882,698,5,"ITPR2;STIM1;ITPR1;ORAI1"
"117","Endochondral ossification",0.000700887341345614,0.0164439192723252,0.555182353149164,2.04954116921039,311,23,"GHR;FRZB;IGF1R;THRA;BMPR1A;IFT88;CALM3;CALM2;CHST11;SPP1;PRKACA;VEGFA;STAT5B;CALM1"
"118","Eukaryotic protein translation",0.000745646545940845,0.0170217125565559,0.632184515894282,2.09032308496693,338,16,"EIF3A;EIF6;EIF1AX;EIF1;EIF4G1;EIF4A1;EIF5;EIF4G3;EIF4G2;EIF5B;EEF2;EEF2K;EIF2S2;EIF2S1"
"119","FSH regulation of apoptosis",0.000238302835243027,0.00809675447186191,0.302196181491043,1.69129206998167,84,150,"LDLR;PGK1;CDK14;PTPRF;ADCY9;RAB27A;DAPK1;MAPRE2;CSNK1A1;VGF;PPP1CB;SMARCA4;P4HA2;KIDINS220;TLK1;KRT18;RAB14;YBX3;CREM;RHOB;GNAS;ATP2A2;KLF10;GRK5;ATP9A;ACTB;SLC12A6;GNB1;MAPK6;TLN1;PTPRN;ATP2B1;PPP2R5C;IER3;PAPSS2;SMARCD1;RANGAP1;RAB5A;ATPIF1;VEGFA;CSNK2A1;DNAJC5;NPC2;MAP4K4;PTPN1;PDXK;ZEB1;PRKAR1A;RAB1A;YTHDF2;CPE;RAB2A;PPP3R1;NLK;PRKD1;PAWR;CHUK;ACTR2;USPL1;HDAC5"
"120","Focal adhesion",0.00221142266415151,0.0389263676183777,0.299742536705286,1.6031636533171,829,114,"ACTG1;IGF1R;COL6A6;PIK3R1;PIK3R3;SHC1;PPP1CB;ARAF;BRAF;PPP1R12A;ROCK1;PAK3;ARHGAP5;CCND1;MAPK10;RHOB;SHC2;ACTB;CDC42;JUN;MAPK6;AKT3;ITGA6;PDPK1;TLN1;RASGRF1;ITGAV;GSK3B;DIAPH1;MET;TNR;RHOA;PTEN;XIAP;SPP1;PAK2;BCAR1;VEGFA;ROCK2;MAPK9;MYL12B;RAF1;PIK3CA;MYL6;PRKCA;SOS1;CRKL;CCND2;PRKCB;MAPK1;SOS2;PDGFA"
"121","FoxO family signaling",0.000272927674166346,0.00895398177850677,0.482909447244388,2.04262978248505,116,38,"CSNK1A1;RALA;CREBBP;EP300;USP7;RAN;MAPK10;SOD2;FBXO32;FOXO1;CSNK1G2;CDKN1B;YWHAQ;CSNK1G3;FOXO3;CSNK1G1;BCL2L11;MAPK9;CSNK1E;YWHAB;YWHAZ;SIRT1;CHUK;YWHAE;IKBKB"
"122","G alpha (s) signaling events",0.000430239139337662,0.0120880650494678,0.50392115055872,2.03879839566994,186,32,"GLP1R;GCGR;ADCY9;GIPR;GNG5;ADM2;GNAS;ADORA2B;GNB2;PDE3B;GNB1;IAPP;VIPR1;GNAZ;GNAI1;PDE8A;GNAI2;PDE10A;GNG12"
"123","G13 signaling pathway",0.00162631911288381,0.0308578210899123,0.500005097245364,1.93149154764661,715,27,"PPP1CB;ROCK1;PAK3;MAPK10;CDC42;CALM3;PFN1;IQGAP1;CALM2;DIAPH1;MAP3K4;RHOA;ROCK2;CALM1;PIK3CA"
"124","GM-CSF-mediated signaling events",0.00173806871635766,0.0325553640333147,0.49189118346802,1.9193948989945,762,28,"PIK3R1;SHC1;KRAS;FOS;STAT5A;PRKACB;PRKACA;STAT5B;RAF1;PIK3CA;CISH;YWHAZ;PIM1;SOS1;STAT3;IKBKB;MAPK1;MAP2K2;HRAS;GRB2;MAP2K1"
"125","Gene expression regulation in pancreatic beta cells",0.000103663969933037,0.00452639262055206,0.666490742359664,2.24641617823303,46,17,"PAX6;HNF4A;SLC2A2;NKX6-1;NEUROD1;NKX2-2;GCK;FOXO1;FOXA2;AKT3;IAPP;PDX1"
"126","Glucagon-type ligand receptors",9.82837473627194e-05,0.00452639262055206,0.714698941999982,2.26420481441783,44,14,"GLP1R;GCGR;GIPR;GNG5;GNAS;GNB2;GNB1;VIPR1"
"127","Glycolysis and gluconeogenesis",0.00245684619153507,0.0422288504215616,0.416063526256736,1.80392234561592,1042,42,"TPI1;PFKP;PGAM1;ENO1;PGK1;ALDOA;SLC2A1;GAPDH;GOT1;SLC2A2;G6PC2;PGM1;PFKL;SLC2A5;GCK;PFKM;PKM;ACSS2;FBP2"
"128","HIF-1 transcriptional activity in hypoxia",2.33752451478835e-06,0.000671263049656925,0.608084789932858,2.58923596948331,0,39,"ENO1;PGK1;ALDOA;BNIP3;SLC2A1;BHLHE41;HNF4A;HMOX1;CREBBP;EP300;MCL1;PGM1;EGLN1;RORA;ID2;PFKL;FOS;GCK;ARNT;JUN;TFRC;BHLHE40;PKM;FECH;SMAD4;NCOA2;VEGFA;CREB1;NCOA1;NDRG1;SP1"
"129","Huntington's disease",2.75672710331386e-06,0.000671263049656925,0.404076835417331,2.23203152631057,0,138,"UQCRQ;CYCS;NDUFC2;CREB3L2;PLCB1;GNAQ;GPX1;CREBBP;EP300;CREB3;COX5A;NDUFB9;NDUFV2;VDAC2;COX6A2;ATP5G1;NDUFS7;SOD2;SDHD;ATP5B;SOD1;COX8A;ATP5H;COX7A2L;COX6A1;SDHA;NDUFC1;CLTC;HTT;BBC3;POLR2A;ATP5A1;DLG4;ATP5J;UQCR11;CREB1;DCTN1;DCTN4;NDUFA2;ATP5E;TAF4;HIP1;NDUFA1;SP1;DNAL1;VDAC1;VDAC3;NDUFA5;CLTA;NDUFB10;NDUFB6;NDUFA8;ATP5F1;POLR2F;SDHB;NDUFA6;HAP1;ATP5C1;NDUFAB1;UQCRH;NDUFA7;COX5B;UQCRB;COX7A2;SLC25A4;POLR2C;ATP5G2;BAX;NRF1;NDUFS3;NDUFV3;CYC1;COX7C;NDUFA10;PPID;POLR2I;NDUFS4;POLR2E;POLR2G;POLR2J;NDUFA3;NDUFS6;NDUFA9;AP2M1;CLTB;UQCR10;NDUFS2;UQCRC2;SLC25A5;NDUFB7;NDUFB4;POLR2K;COX7B;ATP5D;AP2B1;AP2A1;UQCRC1;NDUFB5;POLR2L;AP2A2;UQCRFS1;AP2S1;NDUFS8;NDUFA4;PLCB4;NDUFB8;COX4I1;NDUFB3;ATP5O;COX6B1;ATP5G3;POLR2H;HDAC1;IFT57;NDUFS5;TBPL1;COX6C;NDUFB2;NDUFV1;PPARG;DCTN2"
"130","Insulin biosynthesis and processing",0.00196118306790742,0.0353739316322561,0.433532183040486,1.84598783071189,838,39,"ERO1L;PCSK2;RAB27A;NKX2-2;MYO5A;SNAP25;SRP9;SPCS1;PDX1;SRPRB;EXOC7;DDOST;SEC11C;EXOC8;PCSK1;EXOC5;EXOC4;SRP72;CPE;KIF5B;EXOC2;RPN2;RPN1;SRPR;SPCS3;VAMP2;SLC30A7;SEC11A;SPCS2;SRP14"
"131","Insulin secretion regulation by fatty acids bound to GPR40 (FFAR1)",0.000275789993177826,0.00895398177850677,0.941501471746049,1.88743193860675,132,4,"FFAR1;PLCB1;GNAQ"
"132","Insulin secretion regulation by glucagon-like peptide-1",0.00285639858199404,0.046889868857228,0.490151329255874,1.87387766553582,1260,26,"GLP1R;ITPR2;RAPGEF4;PRKAR1B;GNG5;GNAS;KCNB1;GNB2;GNB1;IQGAP1;PRKACB"
"133","Insulin signaling pathway",2.0771883178929e-05,0.00144512958687692,0.308276169462132,1.79184443187916,6,194,"MAPK15;EIF4EBP1;IRS2;IGF1R;SLC2A1;TRIB3;PIK3R1;PIK3R3;PTPRF;PRKAR1B;SHC1;PPP1CB;ARAF;MAP3K2;BRAF;G6PC2;CBLC;ROCK1;ARHGAP5;PFKL;KRAS;FOS;MAPK10;GYS1;RHOB;SHC2;GCK;SREBF1;FOXO1;SOCS2;CALM3;JUN;SNAP25;PDE3B;MAPK6;AKT3;PFKM;PDPK1;EXOC7;PRKACB;CALM2;GSK3B;MAP3K4;RPTOR;PRKAA1;CYTH3;FBP2;PIK3C2A;RHOA;MAP4K5;PTEN;RASA1;FOXO3;PRKACA;PRKCI;CSNK2A1;MINK1;ROCK2;MAPK9;EXOC5;INSR;MAP4K4;PCK2;EXOC4;CREB1;CALM1;STXBP2;PTPN1;SOCS4;RAF1;PIK3C3;PIK3CA;MAP3K1;CISH;INPP5K;PRKAR1A;INPP4A;XBP1;KIF5B;NCK2;PRKAB2;PRKCA;INPPL1;FLOT1;SOS1;CRKL;PRKCB;IKBKB;EXOC2;MAP3K7;MAPK1;SOS2"
"134","Integration of energy metabolism",2.53736266524574e-06,0.000671263049656925,0.444824511119186,2.24337780540512,0,83,"MLXIPL;GLP1R;ACLY;GCGR;CACNA1D;ITPR2;CACNA1A;SLC2A1;RAPGEF4;ADCY9;FFAR1;PRKAR1B;PAX6;PLCB1;SLC2A2;GNAQ;ABCC8;GNG5;CACNB2;GNAS;KCNB1;DPP4;GNB2;MARCKS;SNAP25;GNB1;CHRM3;ISL1;SPCS1;IQGAP1;PRKACB;SEC11C;GNAO1;STK11"
"135","Interleukin-2 signaling pathway",3.98084417781635e-06,0.000727001667973711,0.253830380173149,1.63141684604655,0,468,"UCP2;ATRX;LDLR;MXD4;MAP2;TPI1;SFPQ;NFAT5;IRS2;ITPR2;PHLDB2;MACF1;BRD3;PIK3R1;KMT2C;PIK3R3;SPAG9;NFIC;GAPDH;PTPRN2;SPOCK2;FRMD4B;BRWD1;MAPRE2;GOT1;RBM3;GLS;SHC1;STIM1;LPIN2;ZBTB7A;ITPKB;ANK2;VEZF1;GTF2I;ODC1;THRAP3;LEPROTL1;LITAF;NR3C1;BRD8;USP15;JAK1;MAST3;LARP4;PRRC2B;RORA;TLK1;WAC;ID2;GARS;DUSP5;NDUFA12;NAMPT;KRAS;RRBP1;NDUFV2;ST13;GRIA2;EIF1;PDCD4;DHRS7;FOS;CCND1;CREM;PARP8;NINJ1;PRKCE;TAF1;H1FX;GCK;HSP90AA1;FOXO1;GRK5;CSNK1G2;ACTB;SOCS2;JUN;ARL6IP1;DPP4;VPS13A;STAT5A;TBCD;SNAP25;PDE3B;AKT3;CDKN1B;NME1;TSPYL1;JUND;TOP1;CTDSP2;IL1R1;ARRB2;BHLHE40;CTSD;KLF13;CLTC;BBC3;PPP2R5C;PTPN4;EVL;ATXN7;PDE4DIP;CEACAM1;IER3;LCORL;ELF1;MLLT10;RHOA;TXNRD1;PIAS4;CTSF;RERE;HLTF;RASA1;FOXO3;TIA1;TMF1;VEGFA;MNT;STK38;CSNK2A1;DUSP7;PIAS2;MAPK9;CASK;FUBP1;YWHAB;REPS2;STAT5B;CDR2;MEOX1;PKIG;MLLT3;SLC35E1;SOCS4;RAF1;PIK3CA;FUCA1;CUL4B;CISH;IMMT;UBC;CAMK2N1;BTG1;NMT2;TAF4;XBP1;NVL;KBTBD2;TECR;SMC5;NFIX;ZFP36L2;PTK2B;PIM1;MTCL1;ULK4;PRKCA;NUMA1;BLVRB;INPPL1;PLCL2;FLOT1;ESYT1;SOS1;RNF139;NFATC3;CRKL;RUFY1;STAT3;PLAG1;CCND2;PRKCB;USF2;SLC9A3R1;MPHOSPH9;ATP1B1;MAPK1;DDX42;DNAJC13;GALE;ATF5;PDCD2;CBL;DNAJC3"
"136","Long-term depression",0.000214609795070973,0.00783862276496728,0.488593234218282,2.06667129299272,91,38,"ITPR2;IGF1R;CACNA1A;PLCB1;ARAF;BRAF;PLA2G2F;GNAQ;KRAS;GRIA2;GNAS;PLA2G12A;GNAO1;GNAZ;GNAI1;PLA2G6;PPP2CA;RAF1;PRKCA;PRKCB;MAPK1;GNAI2"
"137","Long-term potentiation",0.000874074109166882,0.0182431753356116,0.428528742835888,1.89000836962803,368,45,"ITPR2;CAMK2B;PPP1CB;PLCB1;ARAF;BRAF;PPP1R12A;GNAQ;CREBBP;EP300;KRAS;GRIA2;CALM3;PRKACB;CALM2;PPP1R1A;PPP3CA;PRKACA;CALM1;RAF1;PRKCA;PPP3R1;PRKCB;MAPK1"
"138","Maturity onset diabetes of the young",0.000149981913945671,0.00592225881823313,0.657216511820894,2.21515725714256,67,17,"PAX6;HNF4A;SLC2A2;NKX6-1;NEUROD1;NKX2-2;GCK;FOXA2;IAPP;PDX1"
"139","Messenger RNA splicing: major pathway",4.92790475345692e-06,0.000766816425932146,0.462505883710367,2.22595157109046,1,66,"HNRNPA2B1;SNRNP70;UPF3B;DHX9;HNRNPU;SRSF11;HNRNPA3;HNRNPL;CCAR1;HNRNPH1;SRRM1;HNRNPM;SRSF6;PCBP2;FUS;RBM5;SF3B5;HNRNPD;SRSF3;CSTF3;PTBP1;PCF11;HNRNPUL1;HNRNPA1;CPSF7;SF3B6;HNRNPC;PABPN1;HNRNPR;SRSF5;PAPOLA;HNRNPH2;HNRNPA0;HNRNPK"
"140","Myometrial relaxation and contraction pathways",5.35305978348148e-05,0.00300800782448709,0.381159365743878,1.93579290675161,20,86,"ATP2A3;ACTG1;ITPR2;CAMK2B;ADCY9;PRKAR1B;PKIB;GNAQ;CREB3;RGS2;GSTO1;GNG5;FOS;RGS11;GNAS;ATP2A2;PRKCE;SLC8A1;GRK5;ACTB;CALM3;JUN;GNB2;GNB1;ATF2;YWHAQ;PRKACB;CALM2;ARRB2;DGKZ;PRKACA;YWHAB;CREB1;CALM1;PKIG;YWHAZ;PRKAR1A;PRKCA;PRKD1;SP1;YWHAE;PRKCB;CACNB3"
"141","Neuronal system",0.000425524090704925,0.0120880650494678,0.332535249504789,1.74945208070184,161,104,"CACNA2D1;GLUL;CACNA1A;MYO6;CAMK2B;ADCY9;ABAT;COMT;GLS;PLCB1;KCNMB2;BRAF;KCNC3;ABCC8;GNG5;GRIA2;KCNK16;GABRB3;CACNB2;AKAP9;KCNB2;KCNH1;KCNB1;GNB2;SNAP25;GNB1;PDPK1;RASGRF1;PRKACB;MDM2;GJD2;KCNN3;UNC13B;KCNMA1;GABBR2;DLG4;DNAJC5;GAD1;GNAI1;KCNH2;NSF;CREB1;CALM1;RAF1;RAB3A;ALDH2;PRKCA;PRKCB;CACNB3;MAPK1;STX6;GNAI2;HSPA8;DLG3;GNG12"
"142","Oxidative phosphorylation",2.58818596633805e-06,0.000671263049656925,0.437877125365459,2.26605808152332,0,95,"UQCRQ;NDUFC2;COX5A;NDUFB9;NDUFV2;COX6A2;ATP5G1;NDUFS7;ATP6V1D;SDHD;ATP5B;ATP6V1E1;ATP5J2;COX8A;ATP5H;COX7A2L;ATP6V1G1;ATP6AP1;COX6A1;PPA1;SDHA;NDUFC1;ATP6V1B2;ATP5A1;ATP5J;UQCR11;NDUFA2;ATP5E;ATP5L;NDUFA1;NDUFA5;NDUFB10;NDUFB6;NDUFA8;ATP5F1;COX17;SDHB;NDUFA6;ATP5C1;NDUFAB1;UQCRH;NDUFA7;COX5B;UQCRB;COX7A2;ATP6V0B;ATP5G2;NDUFS3;NDUFV3;CYC1;COX7C;NDUFA10;ATP6V0D1;NDUFS4;NDUFA3;NDUFS6;NDUFA9;UQCR10;NDUFS2;ATP6V1C1;UQCRC2;NDUFB7;NDUFB4;COX7B;ATP5D;UQCRC1;ATP6V0A1;NDUFB5;UQCRFS1;ATP6V1A;NDUFS8;NDUFA4;NDUFA11;NDUFB8;COX4I1;NDUFB3;ATP5O;COX6B1;ATP5G3;ATP6V0C;ATP6V1F;ATP6AP2;NDUFS5;COX6C;NDUFB2;NDUFV1"
"143","PI3K pathway",0.00240455078411256,0.0418220082808149,0.469434149016908,1.86670653351925,1049,30,"IRS2;PIK3R1;SHC1;KRAS;SHC2;PRKCE;FOXO1;AKT3;PDPK1;YWHAQ;GSK3B;CYTH3;PTEN;PRKCI;PIK3CA;PRKCA;SOS1;PRKCB;SOS2"
"144","Pancreatic beta-cell development regulation",0.000390036582741554,0.0113968689477082,0.576836086255188,2.10212813110613,173,22,"PAX6;HNF4A;SLC2A2;NKX6-1;NEUROD1;INSM1;NKX2-2;GCK;FOXO1;FOXA2;AKT3;IAPP;PDX1"
"145","Parkinson's disease",6.72928351247894e-05,0.0035112440041899,0.36560362039094,1.89203543786311,25,95,"UQCRQ;CYCS;NDUFC2;COX5A;NDUFB9;NDUFV2;VDAC2;COX6A2;ATP5G1;NDUFS7;PINK1;SDHD;ATP5B;COX8A;ATP5H;COX7A2L;UBA1;COX6A1;SDHA;NDUFC1;ATP5A1;ATP5J;UQCR11;NDUFA2;ATP5E;NDUFA1;VDAC1;VDAC3;NDUFA5;NDUFB10;NDUFB6;NDUFA8;ATP5F1;SDHB;NDUFA6;ATP5C1;NDUFAB1;UQCRH;NDUFA7;COX5B;UBB;UQCRB;COX7A2;SLC25A4;ATP5G2;NDUFS3;NDUFV3;CYC1;COX7C;NDUFA10;PPID;NDUFS4;NDUFA3;NDUFS6;NDUFA9;UQCR10;NDUFS2;UQCRC2;SLC25A5;NDUFB7;NDUFB4;COX7B;ATP5D;UBE2J2;UQCRC1;NDUFB5;UBE2L3;UQCRFS1;PARK7;NDUFS8;NDUFA4;NDUFB8;COX4I1;NDUFB3;ATP5O;COX6B1;ATP5G3"
"146","Pathogenic Escherichia coli infection",0.000571708400598888,0.0141570503944911,0.457521151239309,1.96022762989347,243,40,"ACTG1;ARPC5L;ROCK1;CDH1;KRT18;TUBA1C;LY96;ACTB;CDC42;TUBB2A;TUBA1B;ARHGEF2;YWHAQ;TUBB3;ARPC2;NCL;RHOA;ROCK2;YWHAZ;NCK2;PRKCA;WASL;ARPC3;TUBA1A;ARPC5;ARPC1B"
"147","Phagosome",0.00181717723617165,0.0336062777474276,0.365603008131782,1.74777980110659,739,64,"DYNC2H1;ACTG1;SEC61G;DYNC1H1;TUBA1C;CALR;ACTB;TFRC;ATP6V1D;TUBB2A;TUBA1B;ATP6V1E1;TUBB3;ITGAV;ATP6V1G1;ATP6AP1;SEC61B;LAMP2;EEA1;ATP6V1B2;RAB5A;LAMP1;DYNC1I2;PIK3C3;RAB5B"
"148","Platelet activation, signaling and aggregation",0.000786264148183364,0.0174621034150202,0.329861409125601,1.72286808946868,300,100,"ALDOA;ITPR2;PIK3R1;PIK3R3;RAPGEF4;SHC1;GNAQ;TMSB4X;SERPING1;PSAP;GNG5;HSPA5;RHOB;PRKCE;CDC42;GNB2;GNB1;AKT3;BRPF3;PDPK1;PFN1;TLN1;SOD1;CD63;ARRB2;LAMP2;DGKH;PPIA;RHOA;DGKZ;ADRA2A;BCAR1;VEGFA;GNAI1;CALM1;PTPN1;RAF1;DGKD;PIK3CA;YWHAZ;PRKCA;SOS1;HABP4;PRKCB;MAPK1;DGKE;PDGFA;GNAI2;SCG3;GNG12;CLU;RAP1B"
"149","Platelet calcium homeostasis",6.47640430033246e-06,0.000860184243889611,0.816404811363803,2.38498159213555,2,11,"ATP2A3;ITPR2;STIM1;ATP2B4;ATP2B2;ATP2A2;SLC8A1;ATP2B1"
"150","Platelet homeostasis",3.96561577848537e-05,0.00231750586094685,0.524197037245487,2.21726968954116,16,38,"ATP2A3;ITPR2;PDE5A;STIM1;KCNMB2;ATP2B4;ATP2B2;GNG5;GNAS;ATP2A2;SLC8A1;GNB2;PDE3B;GNB1;ATP2B1;LRP8;PPP2R5C;KCNMA1;PPP2R5A;PPP2CA"
"151","Prostate cancer",0.000544274547632527,0.0141570503944911,0.400872086121353,1.87514463147756,223,58,"INSRR;IGF1R;PIK3R1;PIK3R3;CREB3L2;ARAF;BRAF;CREBBP;EP300;CREB3;KRAS;CCND1;HSP90AA1;FOXO1;AKT3;CDKN1B;PDPK1;GSTP1;MDM2;HSP90B1;GSK3B;PTEN;CREB1;RAF1;PIK3CA;SOS1;CHUK;HSP90AB1;IKBKB;MAPK1;SOS2;PDGFA;CDKN1A"
"152","Proteasome complex",0.000292905601031028,0.00913919061597889,0.568013190436933,2.12276776584668,129,24,"PSMA6;PSMB5;UBE3A;UBA1;RPN2;PSMA3;PSMA4;PSMA2;RPN1;PSMB2;PSMB4;PSMD14;PSMB3;PSMA1;PSMB7;PSMA5;UBE2A;PSMA7;PSMB6;PSMB1;PSMD11;PSMD3;PSMD12;PSMD4"
