Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
ESRRA HepG2 hg19,3/115,0.121976698920274,0.829441552657864,0,0,2.47269730063878,5.20237027392631,ABCA2;FAM168B;OGDH
EZH2 mammary epithelial cell hg19,27/2000,0.108910995580689,0.830573573774229,0,0,1.27962085308057,2.83720643055724,RAB3C;SNAP25;CNTNAP2;AHCYL1;SLC24A3;DIRAS1;ENO2;ELAVL3;FUT9;TRIM2;MGAT3;CAMTA1;ATP6V0E2;SCN1A;CADM3;H3F3B;ANK2;AP2B1;SYT13;CIT;NOVA1;MAP1B;RCAN2;VPS41;ATP13A2;MAPRE2;INA
ESRRA GM12878 hg19,15/1023,0.124319308965182,0.831512755045809,0,0,1.38983474864839,2.89766917887885,ABCA2;NDRG3;CD99L2;MAPK8IP3;DNAJC27;CX3CL1;SYT7;AES;ELAVL3;CS;MAPK9;FAM168B;OGDH;VDAC1;PFKP
MYOD1 C2C12 mm9,15/1026,0.126483665120507,0.832344118857529,0,0,1.38577090435409,2.86527827476324,PTPRS;SLC6A17;DST;HSPA4L;ENDOD1;HSPA12A;PURB;DISP2;PKM;SCD2;TBC1D24;CDIP1;ATP6V0E2;TSPYL4;SPTBN1
POLR2A MCF-7 hg19,51/4137,0.121798587771652,0.835190316148471,0,0,1.16850936010365,2.46016385341376,CYFIP2;SNAP25;LPGAT1;PTPRS;PITPNA;CLSTN1;ARRB1;MECP2;EPM2AIP1;OPA1;SLC22A17;TIMP2;KIF1B;ENPP5;YWHAG;NSF;ATP6AP1;ANK2;MAPK8IP2;SCAMP1;FAM126B;SRCIN1;SYN1;PGM2L1;DNM1;CIT;OLFM1;CAB39;STAU2;STXBP1;HSPA4L;ENDOD1;ZDHHC22;TTBK2;PURA;FAM168B;LARP1;DZANK1;FUT9;NACC2;TPPP;ZBTB7A;SPTBN1;ATP6V0A1;BEND6;CBX6;SYT1;GNB1;ATP13A2;CALR;CDS2
POLR2A cortical plate mm9,27/2000,0.108910995580689,0.838409173526816,0,0,1.27962085308057,2.83720643055724,AHCYL1;LPGAT1;KCNC1;CAB39;WBP2;ARRB1;KCNA6;MAPK9;ACTR1B;SV2A;NCS1;SLC36A1;IQSEC3;GOT2;ANK2;SYT13;MAPK8IP2;SCAMP1;HSPA12A;CS;STX1B;TMX2;IMPAD1;KCNQ2;GNB1;SCN2B;CDS2
GATA2 SH-SY5Y hg19,27/2000,0.108910995580689,0.8463940227985,0,0,1.27962085308057,2.83720643055724,RAB3C;RTN3;CLSTN3;ARRB1;GHITM;ATCAY;OPA1;PPP2R1A;FUT9;PSAP;NEFL;HSPA4;ATP2B2;AP2B1;SCAMP1;FAM126B;CS;CLIP3;DNM3;MAP1B;ETNK1;MAP1A;OGDH;TRIM37;SELT;TSPYL4;CDS2
ZNF263 K562 hg19,13/901,0.15799172068683,0.871089487030089,0,0,1.36762207342026,2.52355354761978,SLC12A5;H3F3B;RNF14;APLP2;CD99L2;KCNAB2;MAPK8IP3;ACTB;NEDD4;KIF1B;MAP4;ATP6V0E2;EIF4G3
HA-E2F1 HeLa-S3 hg19,26/2000,0.15491527257143,0.871799051160597,0,0,1.23222748815166,2.29795262759927,PYGB;RTN3;STAU2;STXBP1;RAP1GDS1;ENDOD1;CD99L2;ARRB1;PURB;EPM2AIP1;FAM168B;FAM168A;CAMK2N2;NACC2;NCS1;RAB6B;BEND6;CBX6;PTP4A2;NEDD4;EEF1A2;AAK1;ATP6V1B2;TRIM37;NAT8L;PFKP
CTCF epithelial cell of proximal tubule hg19,27/2051,0.134720201692421,0.872473687150916,0,0,1.24780190451543,2.50128783540506,NCKAP1;NAPB;AHCYL1;LPGAT1;KCNC1;CAB39;STAU2;HSPA4L;GHITM;CX3CL1;OPA1;SLC22A17;TIMP2;NEFL;SLC36A1;ABCA2;SLC12A5;GOT2;ANK3;SCAMP1;FAM126B;MAPK8IP3;DNM1;NCEH1;NEDD4;RCAN2;CDS2
MYC H1-hESC hg19,37/2971,0.157697487654406,0.87538197228568,0,0,1.18044732572849,2.18037677018419,RAB3C;SET;CAB39;PITPNA;ATP1A3;CD99L2;GHITM;KCNA6;DNAJC27;TTBK2;PPP2CA;EPM2AIP1;LARP1;DZANK1;FUT9;SPOCK2;NCS1;KIF5A;IDS;KIF1A;ENPP5;ATP6V0A1;ATP6AP1;RNF208;ANK2;SYP;AP2B1;DNM1;SYT11;RCAN2;IMPAD1;KCNQ2;AAK1;ATP6V1B2;CALR;INA;VAMP2
RFX5 IMR-90 hg19,8/478,0.134246745724089,0.876362756086853,0,0,1.5863887842313,3.18558890527821,MEG3;CBX6;ACTR1B;ABAT;KCNAB2;EML2;TSPYL4;ATP6V0A1
SP1 HCT116 hg19,21/1577,0.160048845132044,0.876509111595622,0,0,1.26222024541168,2.31273615049901,LYNX1;TTYH3;H3F3B;ATP6AP1;GHITM;KCNAB2;SCAMP1;FAM126B;EML2;SYT7;TTBK2;CIT;MECP2;PTP4A2;TMX2;OPA1;PPP2R1A;CAMTA1;KIF1B;CALR;NCDN
USF1 HCT116 hg19,19/1402,0.156938781985117,0.877137302053802,0,0,1.28455625342267,2.37886904918327,ATP6V1A;SLC36A1;CBX6;SET;PTPRS;ATP6AP1;WBP2;ANK2;ENO2;ELAVL3;SEPT3;FAM168B;VPS41;OGDH;CAMTA1;TRIM37;ATP6V0E2;NAT8L;MAPRE2
CTCF kidney mm9,26/2000,0.15491527257143,0.877853211238101,0,0,1.23222748815166,2.29795262759927,AHCYL1;NDRG3;CAB39;RNF14;ENDOD1;ATP2A2;ARRB1;MAPK9;SYNGR1;PEG13;TIMP2;CEP170B;KIF1B;MAP4;SLC36A1;ABCA2;SLC6A17;GOT2;SYT7;DNM1;DISP2;DNM3;NCEH1;TMX2;SCN8A;DNAJC5
MAZ CH12.LX mm9,26/2000,0.15491527257143,0.883992044883122,0,0,1.23222748815166,2.29795262759927,PTPRS;NDRG3;CLSTN3;PITPNA;HSPA4L;GHITM;TTBK2;ACTR1B;PPP2R1A;TIMP2;MAP4;YWHAG;ATP6V0A1;BEND6;ATP6AP1;APLP2;LHFPL4;ANK3;SYP;AP2B1;EML2;NCEH1;CDIP1;VDAC1;EIF4G3;VAMP2
SMC3 CH12.LX mm9,26/2000,0.15491527257143,0.890217340973849,0,0,1.23222748815166,2.29795262759927,LPGAT1;CAB39;RNF14;CD99L2;ENO2;MAPK9;SYNGR1;SV2A;TRIM2;NACC2;TIMP2;MAP4;YWHAG;BEND6;SLC36A1;ABCA2;CBX6;TMOD2;SYP;SYN1;DNM1;NCEH1;DNAJC5;CDIP1;VAMP2;GRINA
CTCF CD14-positive monocyte hg19,26/2000,0.15491527257143,0.896530939136784,0,0,1.23222748815166,2.29795262759927,NCKAP1;RAB3C;RTN3;LPGAT1;CAB39;HSPA4L;ENDOD1;OPA1;PPP2R1A;KIF5A;PSAP;TIMP2;ATP6V0E2;SLC36A1;ANK3;SCAMP1;FAM126B;MAPK8IP3;PTP4A2;NCEH1;NEDD4;RCAN2;EEF1A2;MADD;AAK1;CDS2
TAF1 neural cell hg19,21/1546,0.139638482528089,0.897204738133235,0,0,1.28752996572718,2.53475826566633,PYGB;AHCYL1;CAB39;ATP6AP1;PITPNA;SYP;DNAJC27;CX3CL1;SYN1;ELAVL3;ENAH;CLIP3;FAM168A;EEF1A2;GNB1;TIMP2;VDAC1;KIF1A;RAB6B;EIF4G3;VAMP2
FOS GM12878 hg19,17/1244,0.165499153041817,0.900315392547483,0,0,1.29531704789625,2.33000231859875,SLC36A1;H3F3B;ATP6AP1;KCNAB2;EML2;TTBK2;EPM2AIP1;MAPK9;TMX2;PPP2R1A;OGDH;CAMTA1;KIF1B;MAP4;CALR;NCDN;NFE2L1
EGR1 H1-hESC hg19,15/1046,0.141469328754963,0.901866970812886,0,0,1.35927432874503,2.6582952116975,SLC36A1;CADM3;SYT1;HSPA4;WBP2;GOT2;ATP2A2;ELOVL6;SYN1;DISP2;PTP4A2;FAM168A;SYNJ1;MAP1B;NCDN
PHF8 H1-hESC hg19,26/2000,0.15491527257143,0.902934731559189,0,0,1.23222748815166,2.29795262759927,CLSTN1;ENDOD1;ZDHHC22;ACTB;PURB;PPP2CA;EPM2AIP1;SYNGR1;LARP1;DZANK1;CAMK2N2;KIF1B;LHFPL4;ELOVL6;KCNAB2;SYT13;MAPK8IP3;PGM2L1;SEPT3;ENAH;CLIP3;SCN8A;DNAJC5;SERINC1;CALR;NFE2L1
TBP HepG2 hg19,26/2000,0.15491527257143,0.909430664879759,0,0,1.23222748815166,2.29795262759927,PYGB;NAPB;RTN3;AHCYL1;PITPNA;ATP2A2;ABAT;DNAJC27;NACC2;TIMP2;IDS;ZBTB7A;SLC36A1;ZYG11B;H3F3B;AP2B1;HSPA12A;DNM1;MAP1B;NEDD4;GNB1;VPS41;SERINC1;TRIM37;EIF4G3;CDS2
CEBPB H1-hESC hg19,26/2000,0.15491527257143,0.916020742161496,0,0,1.23222748815166,2.29795262759927,WBP2;ENDOD1;GHITM;DNAJC27;PPP2CA;OPA1;SLC22A17;SV2A;SPOCK2;IDS;MAP4;ATP6V0A1;SLC36A1;SLC12A5;GOT2;CADPS;ANK2;SYP;AP2B1;MAPK8IP3;DNM1;MAP1B;DNAJC5;ATP6V1B2;TRIM37;CDS2
CTCF T47D hg19,17/1219,0.146531476993867,0.919766809438429,0,0,1.321882204744,2.53869462039208,SLC36A1;ABCA2;AHCYL1;LPGAT1;SLC24A3;CAB39;STAU2;KCNA2;GOT2;MAPK8IP3;SRCIN1;ACTB;DNM1;NCEH1;SCN8A;CDS2;BEND6
EZH2 fibroblast of dermis hg19,26/2000,0.15491527257143,0.922707024950996,0,0,1.23222748815166,2.29795262759927,CYFIP2;RAB3C;LPGAT1;KCNC1;CLSTN3;DIRAS1;HSPA4L;KCNA6;DZANK1;TRIM2;CAMTA1;KIF1A;TPPP;ATP6V0E2;SLC12A5;H3F3B;HSPA4;CADPS;SYP;RCAN2;IMPAD1;KCNQ2;NAT8L;MAPRE2;INA;SCN2B
CTCF BJ hg19,28/2158,0.14592563678177,0.923064493131197,0,0,1.22985562373446,2.36705161774123,NCKAP1;NAPB;RTN3;LPGAT1;KCNC1;CAB39;HSPA4L;GHITM;CX3CL1;OPA1;SLC22A17;KIF5A;ATP6V0E2;SLC36A1;ABCA2;SLC6A17;GOT2;SCAMP1;FAM126B;DNM1;CLIP3;PTP4A2;NCEH1;SYT11;NEDD4;RCAN2;EEF1A2;CDS2
RFX5 H1-hESC hg19,26/2000,0.15491527257143,0.929491635428577,0,0,1.23222748815166,2.29795262759927,AHCYL1;CLSTN3;PITPNA;DNAJC27;ACTB;PPP2CA;EPM2AIP1;LARP1;ACTR1B;OPA1;CAMTA1;ENPP5;SPTBN1;CADM3;SYP;MAPK8IP3;DNM1;CIT;MAP1B;OGDH;TRIM37;CALR;EIF4G3;TSPYL4;NFE2L1;CDS2
RAD21 CH12.LX mm9,26/2000,0.15491527257143,0.936376758653974,0,0,1.23222748815166,2.29795262759927,AHCYL1;LPGAT1;CAB39;RNF14;CD99L2;ENO2;SYNGR1;PEG13;TIMP2;MAP4;GATSL2;YWHAG;BEND6;SLC36A1;ABCA2;TMOD2;ELOVL6;ANK3;SYN1;DNM1;DISP2;DNM3;PTP4A2;NCEH1;PKM;CDS2
CTCF GM12872 hg19,24/1823,0.152421126296744,0.942239689834419,0,0,1.24787795753575,2.34739323557716,SLC36A1;NCKAP1;ABCA2;NAPB;RTN3;AHCYL1;LPGAT1;CAB39;STAU2;WBP2;HSPA4L;GOT2;FAM126B;MAPK8IP3;SYN1;DNM1;PTP4A2;NCEH1;NEDD4;RCAN2;KIF5A;TIMP2;TRIM37;CDS2
IRF3 HepG2 hg19,11/755,0.17570266530256,0.943245887413742,0,0,1.38099871316029,2.40150444205834,EPM2AIP1;H3F3B;TMX2;CAMTA1;KIF1B;CALR;NCDN;KCNAB2;DNAJC27;NFE2L1;TTBK2
KAT2B K562 hg19,26/2000,0.15491527257143,0.943364644912586,0,0,1.23222748815166,2.29795262759927,RTN3;CAB39;STAU2;WBP2;TTBK2;PPP2CA;EPM2AIP1;ACTR1B;FAM168A;OPA1;MAP4;ATP6V0A1;HSPA4;GOT2;SCAMP1;MAPK8IP3;DNM1;PTP4A2;NCEH1;NEDD4;MADD;TRIM37;SELT;MAPRE2;EIF4G3;CDS2
CTCF keratinocyte hg19,41/3361,0.174596373659196,0.943514178184793,0,0,1.15627965610551,2.01802991418775,NCKAP1;NAPB;RTN3;LPGAT1;SLC24A3;KCNC1;CAB39;WBP2;PITPNA;HSPA4L;ENDOD1;GHITM;ACTB;SYNGR1;DPP6;FAM168A;OPA1;SLC22A17;TIMP2;NEFL;ATP6V0E2;ZBTB7A;SLC36A1;ABCA2;SLC12A5;GOT2;ANK3;SCAMP1;HSPA12A;FAM126B;MAPK8IP3;DNM1;PTP4A2;NCEH1;NEDD4;RCAN2;DNAJC5;EEF1A2;VDAC1;SELT;CDS2
CTCF GM12875 hg19,27/2082,0.152092427985327,0.947384894931505,0,0,1.22922272149911,2.31495441998586,NCKAP1;NAPB;RTN3;AHCYL1;LPGAT1;CAB39;STAU2;HSPA4L;GHITM;FAM168A;TIMP2;SLC36A1;ABCA2;GOT2;ANK3;SCAMP1;FAM126B;MAPK8IP3;SYN1;DNM1;PTP4A2;NCEH1;NEDD4;RCAN2;EEF1A2;SELT;CDS2
POLR2A cerebellum mm9,26/2000,0.15491527257143,0.950457612167568,0,0,1.23222748815166,2.29795262759927,MEG3;RAB3C;RTN3;STAU2;ENDOD1;CD99L2;CELSR2;DPP6;LARP1;SV2A;NACC2;SCD2;ZBTB7A;DST;APLP2;IQSEC3;ATP2B2;ANK3;HSPA12A;ENAH;PTP4A2;NEDD4;RCAN2;TBC1D24;CALR;CDK5R2
CTCF LNCaP clone FGC hg19,33/2661,0.182179610889147,0.959087499906736,0,0,1.17548368482077,2.00156919172651,NCKAP1;AHCYL1;LPGAT1;PTPRS;KCNC1;CAB39;STAU2;HSPA4L;ENDOD1;SYNGR1;OPA1;SLC22A17;ATP6V0E2;SLC36A1;ABCA2;SLC6A17;GOT2;RNF208;ANK3;SCAMP1;FAM126B;MAPK8IP3;SYN1;SYT7;DNM1;PTP4A2;NCEH1;NEDD4;RCAN2;DNAJC5;EEF1A2;TRIM37;CDS2
MAFK ES-E14 mm9,19/1433,0.179971552687059,0.959848280997647,0,0,1.25676752777291,2.1553016171273,RTN3;CBX6;ATP6AP1;WBP2;GHITM;ANK3;MAPK8IP2;HSPA12A;ACTB;FAM168A;TMX2;PPP2R2C;PSAP;ATP6V1B2;VDAC1;KIF1A;ZBTB7A;YWHAG;BEND6
JUND H1-hESC hg19,30/2394,0.181374410336916,0.9610488236034,0,0,1.18780363230351,2.02780864347423,RAB3C;AHCYL1;PTPRS;CLSTN3;ATP1A3;ENO2;DNAJC27;ACTB;EPM2AIP1;OPA1;KIF5A;NCDN;ENPP5;ATP6V0A1;SLC12A5;SLC6A17;HSPA4;ANK2;ELOVL6;ATP2B2;SYP;AP2B1;SCAMP1;NEDD4;IMPAD1;OGDH;CALR;SELT;SCN2B;CDS2
CTCF retinal pigment epithelial cell hg19,29/2356,0.213884894828522,0.980506034719515,0,0,1.16672969689167,1.79946737645518,NCKAP1;NAPB;AHCYL1;LPGAT1;KCNC1;CAB39;STAU2;HSPA4L;ARRB1;GHITM;CX3CL1;OPA1;SLC22A17;TIMP2;NEFL;ATP6V0E2;SLC36A1;ABCA2;GOT2;ANK3;FAM126B;MAPK8IP3;DNM1;PTP4A2;NCEH1;NEDD4;RCAN2;SELT;CDS2
JUN H1-hESC hg19,25/2000,0.212921901176971,0.981606052883665,0,0,1.18483412322275,1.83273677920654,SNAP25;AHCYL1;CAB39;CLSTN3;PITPNA;HSPA4L;ATP2A2;DNAJC27;PPP2CA;OPA1;NCDN;SLC36A1;AP2B1;SCAMP1;MAPK8IP3;SYN1;CIT;MAP1B;OGDH;SERINC1;CALR;SELT;MAPRE2;TSPYL4;VAMP2
CTCF GM12873 hg19,26/2055,0.18984360440869,0.986703064952172,0,0,1.19924816365125,1.99261639936475,CYFIP2;NCKAP1;NAPB;AHCYL1;LPGAT1;KCNC1;CAB39;HSPA4L;GHITM;FAM168A;KIF5A;TIMP2;ATP6V0E2;SLC36A1;ABCA2;GOT2;ANK3;SCAMP1;FAM126B;MAPK8IP3;DNM1;PTP4A2;NCEH1;NEDD4;RCAN2;CDS2
BHLHE40 CH12.LX mm9,25/2000,0.212921901176971,0.987183360002322,0,0,1.18483412322275,1.83273677920654,NCKAP1;RTN3;STXBP1;HSPA4L;ACTB;PURA;FAM168B;SV2A;TRIM2;BEND6;SLC36A1;ATP6AP1;APLP2;AP2B1;EML2;AES;NCEH1;SYNJ1;MADD;SERINC1;TRIM37;ATP13A2;CALR;VAMP2;GRINA
CREB1 A549 hg19,15/1103,0.189296215293588,0.99016481845877,0,0,1.2890307777582,2.14551724181769,MEG3;NAPB;SNAP25;CAB39;APLP2;SYP;CIT;EPM2AIP1;ACTR1B;OPA1;GNB1;SERINC1;TRIM37;ATP13A2;TSPYL4
CEBPB HepG2 hg19,43/3621,0.21764031165766,0.992148012919837,0,0,1.12560877765431,1.71645379811214,ATP6V1A;AHCYL1;TTYH3;CAB39;STAU2;RNF14;WBP2;PITPNA;ABAT;GHITM;DNAJC27;ACTB;HK1;PPP2CA;EPM2AIP1;SYNGR1;OPA1;SLC22A17;DZANK1;SPOCK2;IDS;MAP4;ATP6V0E2;ATP6V0A1;GOT2;ANK2;ELOVL6;AP2B1;CS;ENAH;NCEH1;SYT11;ETNK1;SCN8A;DNAJC5;GNB1;OGDH;TBC1D24;TRIM37;MAPRE2;TSPYL4;NFE2L1;CDS2
ZNF143 GM12878 hg19,25/2000,0.212921901176971,0.992824407773764,0,0,1.18483412322275,1.83273677920654,CYFIP2;NCKAP1;NAPB;RTN3;AHCYL1;TTBK2;SYNGR1;FAM168B;NACC2;PSAP;IDS;SLC36A1;ABCA2;ATP6AP1;GOT2;ELOVL6;SYP;DNM3;IMPAD1;VPS41;TRIM37;ATP13A2;TSPYL4;ARL8A;GRINA
CTCFL K562 hg19,29/2365,0.220004532593705,0.997353881091464,0,0,1.16228971073014,1.75983113830875,NCKAP1;RTN3;NDRG3;CAB39;STAU2;WBP2;KCNA2;PURA;MAPK9;SYNGR1;ACTR1B;TSPAN7;KIF5A;IDS;KIF1B;YWHAG;BEND6;ABCA2;GOT2;KCNAB2;HSPA12A;MAPK8IP3;SRCIN1;DNM1;PTP4A2;NEDD4;SCN8A;TRIM37;CDS2
CTCF fibroblast of pedal digit skin hg19,26/2060,0.19321227216331,0.997855785349753,0,0,1.19633736713753,1.96673776314282,NCKAP1;NAPB;AHCYL1;LPGAT1;CAB39;STAU2;GHITM;TTBK2;FAM168A;SLC22A17;ATP6V0E2;SLC36A1;ABCA2;GOT2;SCAMP1;FAM126B;MAPK8IP3;DNM1;CLIP3;PTP4A2;NCEH1;NEDD4;RCAN2;TRIM37;SELT;CDS2
POLR2A heart mm9,25/2000,0.212921901176971,0.998530295174763,0,0,1.18483412322275,1.83273677920654,MEG3;ATP6V1A;PYGB;AHCYL1;ACTB;ACTR1B;SLC22A17;IDS;KIF1B;SLC36A1;H3F3B;HSPA4;APLP2;GOT2;SYT7;CS;ENAH;NCEH1;TMX2;SYNJ1;IMPAD1;GNB1;PFKP;CDS2;GRINA
CTCF GM12865 hg19,21/1640,0.206299569024536,1,0,0,1.21373251647208,1.91578689790499,SLC36A1;NCKAP1;ABCA2;RTN3;AHCYL1;LPGAT1;CAB39;STAU2;WBP2;GOT2;GHITM;FAM126B;MAPK8IP3;SYN1;DNM1;NCEH1;NEDD4;RCAN2;SELT;YWHAG;CDS2
CTCF GM12868 hg19,19/1468,0.207966002701207,1,0,0,1.22680372431783,1.92654884374689,SLC36A1;NCKAP1;ABCA2;NAPB;CAB39;STAU2;WBP2;HSPA4L;GOT2;SCAMP1;MAPK8IP3;DNM1;PTP4A2;NCEH1;NEDD4;RCAN2;TIMP2;ATP6V0A1;CDS2
HDAC6 H1-hESC hg19,25/2000,0.212921901176971,1,0,0,1.18483412322275,1.83273677920654,PYGB;AHCYL1;STAU2;CD99L2;ACTB;TTBK2;LARP1;DZANK1;FUT9;TRIM2;NCS1;KIF5A;YWHAG;BEND6;H3F3B;AP2B1;SCAMP1;NCEH1;DNAJC5;OGDH;TRIM37;ATP13A2;CALR;SELT;EIF4G3
CTCF medulloblastoma hg19,25/2000,0.212921901176971,1,0,0,1.18483412322275,1.83273677920654,NCKAP1;LPGAT1;NDRG3;KCNC1;CAB39;STAU2;HSPA4L;GHITM;SYNGR1;SLC22A17;FUT9;KIF5A;SLC36A1;ABCA2;GOT2;FAM126B;MAPK8IP3;SYN1;DNM1;PTP4A2;NCEH1;NEDD4;RCAN2;EEF1A2;CDS2
NCOR1 K562 hg19,25/2000,0.212921901176971,1,0,0,1.18483412322275,1.83273677920654,STXBP1;ATP2A2;DNAJC27;ACTB;ELAVL3;MECP2;RNF157;EPM2AIP1;PSAP;NCDN;ATP6V0E2;ZBTB7A;YWHAG;H3F3B;ATP6AP1;HSPA4;ELOVL6;LARP4B;DNM1;CS;PTP4A2;SYNJ1;MADD;VDAC1;PFKP
POLR2A IMR-90 hg19,25/2000,0.212921901176971,1,0,0,1.18483412322275,1.83273677920654,RTN3;STXBP1;HSPA4L;ABAT;DNAJC27;PPP2CA;PURA;MAPK9;SLC22A17;ZBTB7A;ATP6V0A1;BEND6;SLC36A1;ZYG11B;ATP6AP1;HSPA4;GOT2;ELOVL6;HSPA12A;MAPK8IP3;SYN1;DNM1;ENAH;NEDD4;TRIM37
CTCF skeletal muscle myoblast hg19,25/2000,0.212921901176971,1,0,0,1.18483412322275,1.83273677920654,NAPB;SLC24A3;KCNC1;CAB39;WBP2;HSPA4L;ENDOD1;GHITM;OPA1;SLC22A17;NEFL;ATP6V0E2;SLC36A1;SLC6A17;GOT2;SCAMP1;FAM126B;MAPK8IP3;SYN1;DNM1;PTP4A2;NCEH1;NEDD4;RCAN2;CDS2
POLR2A limb mm9,25/2000,0.212921901176971,1,0,0,1.18483412322275,1.83273677920654,MEG3;ATP6V1A;PYGB;AHCYL1;WBP2;PITPNA;PPP2CA;ACTR1B;NACC2;NCS1;IDS;KIF1B;ENPP5;ZYG11B;HSPA12A;DNM3;TMX2;SYNJ1;ETNK1;RCAN2;GNB1;CDIP1;EIF4G3;CDS2;GRINA
CTCF bone marrow mm9,25/2000,0.212921901176971,1,0,0,1.18483412322275,1.83273677920654,NCKAP1;NDRG3;CAB39;ARRB1;SLC2A3;SYNGR1;ATCAY;FAM168A;PPP2R1A;SPOCK2;TIMP2;YWHAG;H3F3B;AP2B1;MAPK8IP3;SYT7;PTP4A2;PKM;TMX2;ETNK1;NEDD4;SCN8A;RCAN2;DNAJC5;AAK1
IKZF1 GM12878 hg19,25/2000,0.212921901176971,1,0,0,1.18483412322275,1.83273677920654,ATP6V1A;LPGAT1;TTYH3;SET;STAU2;KCNA2;RAP1GDS1;ENDOD1;KCNA6;DZANK1;ATP6V0A1;BEND6;GOT2;ELOVL6;KCNAB2;SCAMP1;PGM2L1;PTP4A2;NCEH1;SYT11;DNAJC5;AAK1;ATP13A2;CALR;EIF4G3
POLR2A lung mm9,25/2000,0.212921901176971,1,0,0,1.18483412322275,1.83273677920654,MEG3;PYGB;AHCYL1;WBP2;ACTR1B;IDS;KIF1B;GATSL2;SLC36A1;ZYG11B;LYNX1;GOT2;SCAMP1;HSPA12A;CS;ENAH;NCEH1;TMX2;SYNJ1;IMPAD1;MADD;GNB1;PFKP;CDS2;GRINA
NRF1 GM12878 hg19,25/2000,0.212921901176971,1,0,0,1.18483412322275,1.83273677920654,STXBP1;HSPA4L;ENDOD1;SCAMP5;PPP2CA;EPM2AIP1;OPA1;NACC2;IDS;NCDN;ATP6AP1;GOT2;AP2B1;SCAMP1;MAPK8IP3;SRCIN1;DISP2;DNM3;SYNJ1;SYT11;ETNK1;OGDH;AAK1;TRIM37;TSPYL4
CHD1 IMR-90 hg19,25/2000,0.212921901176971,1,0,0,1.18483412322275,1.83273677920654,ATP6V1A;PYGB;CAB39;STAU2;PITPNA;GHITM;PURB;MAPK9;SYNGR1;ACTR1B;NCS1;TIMP2;IDS;APLP2;GOT2;KCNAB2;SYN1;DISP2;PTP4A2;MADD;ATP6V1B2;VDAC1;SELT;VAMP2;NFE2L1
CTCF GM10248 hg19,25/2000,0.212921901176971,1,0,0,1.18483412322275,1.83273677920654,NCKAP1;NAPB;LPGAT1;NDRG3;CAB39;HSPA4L;SYNGR1;KIF5A;TIMP2;IDS;ATP6V0E2;SLC36A1;ABCA2;GOT2;RNF208;SCAMP1;FAM126B;MAPK8IP3;DNM1;PTP4A2;NCEH1;NEDD4;RCAN2;EEF1A2;CDS2
CTCF liver mm9,25/2000,0.212921901176971,1,0,0,1.18483412322275,1.83273677920654,NCKAP1;AHCYL1;NDRG3;CAB39;RNF14;ARRB1;MAPK9;SYNGR1;PEG13;TRIM2;TIMP2;KIF1B;MAP4;SLC36A1;ABCA2;GOT2;SYT7;DNM1;DISP2;PTP4A2;NCEH1;PKM;TMX2;SCN8A;CDS2
USF2 MEL cell line mm9,26/2106,0.225631358283416,1,0,0,1.17020654145457,1.74226525017206,ATP6V1A;SET;PTPRS;NDRG3;WBP2;STXBP1;ENO2;SYNGR1;FAM168B;LARP1;PSAP;CAMTA1;ENPP5;SLC36A1;CBX6;ATP6AP1;GOT2;PTP4A2;SYNJ1;VPS41;TBC1D24;ATP6V1B2;CDIP1;TRIM37;CALR;MAPRE2
CTCF fibroblast of mammary gland hg19,24/1929,0.225855551868923,1,0,0,1.17930612575826,1.75464198191405,SLC36A1;NCKAP1;ABCA2;NAPB;AHCYL1;LPGAT1;CAB39;STAU2;WBP2;HSPA4L;GOT2;GHITM;FAM126B;MAPK8IP3;DNM1;NCEH1;OPA1;SLC22A17;NEDD4;RCAN2;MADD;ATP6V0E2;SELT;CDS2
KAT2A GM12878 hg19,23/1849,0.232430539324682,1,0,0,1.17906694793394,1.72045187208806,CBX6;SET;H3F3B;HSPA4;HSPA4L;SLC2A3;SYP;CELSR2;ACTB;EPM2AIP1;FAM168A;TMX2;SYT11;ETNK1;GNB1;AAK1;CALR;NCDN;SELT;ZBTB7A;EIF4G3;TSPYL4;NFE2L1
CTCF foreskin fibroblast hg19,33/2745,0.234588145081253,1,0,0,1.13951259938363,1.65220652543605,NCKAP1;NAPB;RTN3;AHCYL1;LPGAT1;KCNC1;CAB39;STAU2;WBP2;HSPA4L;GHITM;TTBK2;OPA1;SLC22A17;NEFL;ATP6V0E2;SLC36A1;ABCA2;SLC6A17;GOT2;ANK3;SCAMP1;FAM126B;MAPK8IP3;DNM1;CLIP3;PTP4A2;NCEH1;SYT11;NEDD4;RCAN2;SELT;CDS2
MEF2A K562 hg19,5/316,0.241937770655046,1,0,0,1.49979002939588,2.12831413394129,SNAP25;CAB39;SV2A;SYT11;DIRAS1
CREB1 H1-hESC hg19,23/1863,0.243604329403321,1,0,0,1.17020654145457,1.65257734563536,NAPB;RAB3C;SNAP25;AHCYL1;CAB39;PITPNA;GOT2;ANK2;ELOVL6;SYP;SYN1;EPM2AIP1;OLFM1;ACTR1B;ATP6V1B2;IDS;SERINC1;TRIM37;ZBTB7A;CDK5R2;ATP6V0A1;CDS2;BEND6
