"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Rras2",3.1065234169836e-222,-5.47124049200435,0.137,0.415,8.69764426287067e-218
"Eif4g1",3.674316023414e-222,-9.63160639535099,0.352,0.625,1.02873500023545e-217
"Rpl22",1.34599696439677e-221,-172.910382120768,0.973,0.991,3.76852230091808e-217
"Rps27a",1.4835461583305e-221,-478.351432996097,0.992,1,4.15363253409374e-217
"Rpl30",1.71033696373631e-221,-212.047055144294,0.988,0.998,4.78860143106891e-217
"Cgn",3.01137963871745e-221,-11.313412063132,0.163,0.428,8.43126071248112e-217
"Lsr",3.27547361326932e-221,-17.2811916700617,0.213,0.482,9.17067102243144e-217
"Chmp4b",4.24251846291378e-221,-39.002960757903,0.536,0.741,1.1878203192466e-216
"Dnajc2",5.29402858536504e-221,-5.7688859518041,0.19,0.475,1.4822221233305e-216
"Sectm1b",5.658911445926e-221,-18.6651916275733,0.001,0.16,1.58438202663036e-216
"Fam120a",8.42356997093438e-221,-4.19041151707926,0.226,0.514,2.35843112046221e-216
"Atp5j2",1.16509402443444e-220,-121.855259595978,0.931,0.983,3.26203024961154e-216
"Plekha6",2.10829130608099e-220,-2.62083171327317,0.021,0.224,5.90279399876555e-216
"Ranbp1",3.99045741473365e-220,-93.6922108201373,0.547,0.793,1.11724826697713e-215
"Vcl",4.01971554912243e-220,-3.37512094923405,0.286,0.592,1.1254399594433e-215
"Polr2f",9.5797108911483e-220,-21.8943386957935,0.605,0.802,2.6821274553037e-215
"Emp1",1.32819113552923e-219,-38.7720615670044,0.25,0.571,3.71866954125473e-215
"Pfn1",1.50414670757167e-219,-110.511787523469,0.947,0.985,4.21130995185915e-215
"Gnb2l1",2.44398030231917e-219,-83.6456330731683,0.943,0.986,6.84265605043321e-215
"Zfp91",3.82262913010254e-219,-6.77495786599522,0.332,0.618,1.07025970384611e-214
"Rpl9",8.73914298895173e-219,-320.249482137693,0.972,0.998,2.44678525404671e-214
"Uqcrb",1.34540894754082e-218,-137.377694885366,0.916,0.966,3.76687597132478e-214
"Ptp4a1",2.35827956829479e-218,-28.752292918098,0.486,0.694,6.60271113531176e-214
"Bclaf1",2.40757356995552e-218,-3.43027488362475,0.343,0.626,6.74072448116146e-214
"Pcm1",2.70936294092256e-218,7.6735396117957,0.206,0.506,7.58567436199499e-214
"Rpl36al",3.13198578253056e-218,-149.555498845762,0.939,0.979,8.76893379392905e-214
"Tmpo",8.9425118608758e-218,-10.0066222750802,0.295,0.582,2.50372447080801e-213
"Bax",1.19271862744043e-217,-35.429953488876,0.513,0.748,3.33937361310772e-213
"Efhd2",1.21624062186576e-217,-5.30232177822679,0.229,0.518,3.40523049309974e-213
"Syngr2",3.70797675205523e-217,-21.4213061325289,0.34,0.589,1.03815933104042e-212
"Msi2",1.13264622667425e-216,-3.82027162269904,0.181,0.462,3.17118290544257e-212
"Lamp3",1.9938035859001e-216,5.10410520506787,0.341,0.079,5.58225127980311e-212
"Cox5a",3.67805736246909e-216,-110.363858794693,0.747,0.888,1.02978250034409e-211
"Smarcad1",4.41211866236251e-216,-3.67518426825778,0.132,0.403,1.23530498308826e-211
"Oaz1",4.9055690654253e-216,-76.4340203670853,0.953,0.988,1.37346122693778e-211
"Eif5b",5.26882032817177e-216,-6.8176414989447,0.573,0.784,1.47516431548153e-211
"Myrf",1.60033818271813e-215,-12.1234265550981,0.055,0.29,4.48062684397422e-211
"Cnot6",3.57959950626098e-215,-4.26047014559039,0.263,0.55,1.00221626976295e-210
"Dock7",6.86573684891268e-215,-3.44866829347624,0.168,0.438,1.92226900295857e-210
"S100a1",7.20174165417886e-215,-21.7847385899221,0.446,0.686,2.016343628337e-210
"Rps3",7.5701305644183e-215,-276.968631412284,0.988,0.998,2.11948515542583e-210
"Macf1",7.69852141220593e-215,-43.1618718541921,0.404,0.715,2.15543202498942e-210
"Cox7b",2.00246606382959e-214,-71.5530558064326,0.83,0.925,5.60650448551008e-210
"Apoe",5.56355851816202e-214,300.108059896906,0.472,0.173,1.557685113915e-209
"Fat1",1.31972856811052e-213,-10.0933203383805,0.177,0.446,3.69497604499584e-209
"Rhou",1.36935421328974e-213,-6.85272732879783,0.069,0.313,3.8339179263686e-209
"Rps10",1.80261231725624e-213,-284.182097311405,0.994,1,5.04695396585401e-209
"Cox5b",1.83168794481266e-213,-126.928338906058,0.887,0.959,5.12835990788649e-209
"Nop58",2.31843143334068e-213,-9.47355672845198,0.177,0.456,6.49114432706725e-209
"Hnrnpa3",3.60810682160484e-213,-44.6554971613655,0.739,0.887,1.01019774791292e-208
"Map1lc3b",7.05534923362547e-213,-8.55764529444175,0.798,0.913,1.97535667843046e-208
"Rfc1",2.15602993818531e-212,-4.78089344012303,0.156,0.433,6.03645262093122e-208
"Apobec3",5.27307702734224e-212,-4.37160855356777,0.202,0.472,1.47635610611528e-207
"Cltc",5.90100466709466e-212,-8.82241253674715,0.387,0.653,1.65216328669316e-207
"Iyd",1.43442364152655e-211,-10.7986465542221,0.021,0.218,4.01609931154604e-207
"Cep290",1.48911049648447e-211,-1.91286370860122,0.082,0.334,4.16921156805723e-207
"Gtf2h5",1.74928331990731e-211,-21.969018614405,0.554,0.781,4.8976434390765e-207
"Prr13",2.96306543824302e-211,-9.73535363409217,0.369,0.618,8.29599061399282e-207
"Taf10",3.32581851693618e-211,-45.2987811114374,0.368,0.618,9.31162668371792e-207
"Synpo",3.60622690810739e-211,-7.84085645108227,0.121,0.386,1.00967140973191e-206
"Ybx3",6.99111238388539e-211,-26.033513759923,0.217,0.493,1.95737164524023e-206
"Rps3a1",7.33105869905076e-211,-214.932744662746,0.988,0.999,2.05254981456023e-206
"Arhgef12",8.55706803683082e-211,-7.359654241145,0.224,0.508,2.39580790895189e-206
"Rpl11",1.21318109471505e-210,-375.001734595411,0.995,1,3.3966644289832e-206
"Golga4",3.16366776700494e-210,-4.87172107912573,0.247,0.528,8.85763701406043e-206
"Igsf9",4.12136753165113e-210,-1.10681177282015,0.007,0.177,1.15390048151168e-205
"Prpf40a",4.26371183955683e-210,-6.00885472464034,0.311,0.589,1.19375404083912e-205
"Flnb",5.29892377543603e-210,-5.29338037054947,0.085,0.327,1.48359267864658e-205
"Rrbp1",1.02352854427338e-209,-24.049142168843,0.691,0.88,2.8656752182566e-205
"Tmem40",1.89190844435837e-209,-1.53086804685804,0.005,0.17,5.29696526251455e-205
"Runx1",4.34785854118622e-209,-5.02097093372727,0.186,0.46,1.21731343436132e-204
"Syncrip",4.88727049151155e-209,-5.91945570657068,0.315,0.59,1.3683379922134e-204
"Pdlim1",5.37548019482728e-209,-35.8593315416452,0.407,0.668,1.50502694494774e-204
"Tnfaip8",1.574041530211e-208,-10.0495419854155,0.142,0.41,4.40700147628475e-204
"Nbeal1",2.89928461260877e-208,-5.51549793831882,0.308,0.587,8.11741705838204e-204
"Smim6",3.95699347191257e-208,-54.7837142748207,0.182,0.442,1.10787903226608e-203
"Minos1",2.25666049999864e-207,-69.5493657857935,0.866,0.956,6.3181980678962e-203
"Palmd",2.49647133207649e-207,-7.60844929585928,0.091,0.345,6.98962043554775e-203
"Gm21092",3.49353180209686e-207,-1.56756175903483,0.181,0.461,9.7811903395108e-203
"Ddx3x",4.09068568326754e-207,-10.3451775315914,0.491,0.735,1.14531017760125e-202
"Mtdh",8.75908657407119e-207,-9.94200779283634,0.525,0.769,2.45236905900845e-202
"Trim24",2.46872277894201e-206,-2.52130103221678,0.089,0.334,6.91193003648183e-202
"Morf4l1",3.50478325263296e-206,-25.321985558402,0.794,0.934,9.81269215072176e-202
"Arpc1b",3.84614243698997e-206,-1.44366564865128,0.628,0.841,1.07684295950845e-201
"Canx",3.92121448720403e-206,-14.7294137761816,0.525,0.754,1.09786163212738e-201
"Eif5",8.33069601048126e-206,-10.5739073710145,0.579,0.782,2.33242826901454e-201
"Ptges3",1.24255656461623e-205,5.72275324217102,0.397,0.668,3.47890986961251e-201
"Dynll1",1.25742127288496e-205,-98.0744457385773,0.926,0.987,3.5205280798233e-201
"Rps23",2.74014491316733e-205,-533.768348690721,0.998,1,7.6718577278859e-201
"Higd2a",2.86507922250786e-205,-29.9605495050472,0.654,0.809,8.02164880717751e-201
"Apc",2.87803892859801e-205,-2.37240849502515,0.225,0.507,8.05793339228872e-201
"U2surp",2.94233195178481e-205,-6.13237053173689,0.36,0.625,8.23794099860711e-201
"Hnf4a",3.88089172457769e-205,-10.9330056450773,0,0.143,1.08657206504726e-200
"Mrpl54",5.12865815503441e-205,-30.8860736780782,0.546,0.755,1.43592171024654e-200
"Lamtor5",6.37087896859911e-205,-18.3753434599037,0.588,0.781,1.78371869362838e-200
"Mkrn2os",7.07264139293972e-205,-1.24700825828241,0,0.147,1.98019813719526e-200
"Ndufa8",1.26793964299377e-204,-24.3724293636831,0.631,0.826,3.54997741245395e-200
"Pigyl",2.5340063009962e-204,-12.111222324717,0.417,0.641,7.09471084152916e-200
"Aplp2",2.91747739921984e-204,-33.453728287277,0.642,0.783,8.16835322233571e-200
"Galnt3",3.26691356441754e-204,-2.42117845622722,0.04,0.254,9.14670459765623e-200
"Cd14",4.13483087967597e-204,-8.46015611884353,0.077,0.324,1.15766994969168e-199
"Ddx21",4.73308222082471e-204,-2.96375642425072,0.169,0.445,1.3251683601865e-199
"Cox7a2",5.49184942010366e-204,-112.501150794873,0.909,0.965,1.53760800064062e-199
"Ndufa7",1.09809709242901e-203,-74.945092433238,0.865,0.944,3.07445223938274e-199
"Uri1",3.36980132639775e-203,-4.36117821907708,0.227,0.502,9.43476975364841e-199
"Hc",4.0765650032287e-203,-4.29974052960675,0.328,0.085,1.14135666960397e-198
"Sytl2",5.27629745350932e-203,-12.1539802569186,0.073,0.302,1.47725776103354e-198
"Ager",1.0289906661987e-202,333.317555189427,0.681,0.37,2.88096806722312e-198
"Ihh",2.14180371154654e-202,-8.23884850988092,0.001,0.15,5.99662203158799e-198
"Golm1",2.2007399447632e-202,-7.92863319509929,0.07,0.301,6.161631697348e-198
"Txnrd1",2.88483524785444e-202,-12.7473371017886,0.173,0.447,8.07696172694285e-198
"Rps9",3.10603054202038e-202,-301.494512438486,0.991,0.998,8.69626431154867e-198
"1110008L16Rik",1.19946945411838e-201,-9.40912020016922,0.029,0.229,3.35827457764065e-197
"Txn1",1.7638602435111e-201,-20.168914134251,0.914,0.958,4.93845590978238e-197
"Arpc2",1.77924808302823e-201,-25.7836575152298,0.715,0.875,4.98153878286245e-197
"Rpl22l1",2.73718193275408e-201,-141.917069220449,0.948,0.985,7.66356197532488e-197
"Rps25",2.7496107770389e-201,-196.176212585927,0.995,1,7.6983602535535e-197
"Mier1",4.0589177834281e-201,-2.06112219058184,0.249,0.529,1.1364158010042e-196
"Ccser2",4.12562191971179e-201,-4.33443760411754,0.302,0.582,1.15509162508091e-196
"Rps17",4.29234024697325e-201,-339.447213210114,0.998,1,1.20176942234757e-196
"Traf4",5.22675219760024e-201,-5.40887962014431,0.16,0.419,1.46338608028411e-196
"Dusp11",9.701112791553e-201,-2.65278957648338,0.316,0.586,2.71611755937901e-196
"Ssb",1.57720705944954e-200,-21.1966186016399,0.524,0.751,4.41586432504682e-196
"Slc45a3",4.09442888186556e-200,-2.00337833162519,0.02,0.208,1.14635819834472e-195
"Eif5a",7.86019130027166e-200,-63.947495621247,0.855,0.944,2.20069636025006e-195
"Jup",1.2539242734413e-199,-6.80605397622693,0.409,0.653,3.51073718078094e-195
"Tnks2",2.46703500809033e-199,-2.36965309859845,0.243,0.52,6.9072046156513e-195
"Anp32b",3.52394227249161e-199,-59.2948977045754,0.584,0.79,9.86633357452201e-195
"Fam107b",3.67948675831611e-199,-7.37433589386519,0.133,0.396,1.03018270259334e-194
"Rhpn2",3.80788304212696e-199,-1.31551699089145,0.025,0.216,1.06613109413471e-194
"Tmem234",8.42122287924254e-199,-19.7224131993474,0.59,0.792,2.35777398173033e-194
"Vps4b",9.36894549940801e-199,-5.94524443333763,0.241,0.509,2.62311736092425e-194
"Serinc2",5.57529269298288e-198,-2.72589799250256,0.077,0.311,1.56097044818135e-193
"Mrfap1",6.94596948214128e-198,-11.9966828516179,0.772,0.918,1.94473253560992e-193
"Rbx1",8.90167567792499e-198,-65.034462254802,0.85,0.933,2.49229115630544e-193
"Amot",3.16614429633288e-197,-1.91346339907045,0.017,0.198,8.8645708008728e-193
"Arf5",4.32588548818906e-197,-23.6190572659177,0.779,0.887,1.21116141898317e-192
"Ppp1r14c",8.10297066224853e-197,8.90935208108104,0.378,0.126,2.26866972601634e-192
"Tnfrsf21",8.10963924832166e-197,-13.4046233111974,0.045,0.263,2.2705367967451e-192
"Ptrf",9.64671823251421e-197,-6.71777350649841,0.479,0.754,2.70088817073933e-192
"Plxnb2",1.32092549141263e-196,-10.1834737632416,0.258,0.514,3.69832719085707e-192
"Glo1",1.54726536579271e-196,-5.97635322363976,0.437,0.693,4.33203357114643e-192
"Pllp",1.64468204137698e-196,9.48073755506135,0.049,0.267,4.60478077944728e-192
"Usp9x",1.64802193239318e-196,-2.01990076082056,0.254,0.528,4.61413180631443e-192
"Lpcat1",3.44437678138645e-196,4.44544623285616,0.491,0.232,9.6435661125258e-192
"Sf3b1",6.56941104362198e-196,-7.34129250696111,0.536,0.775,1.83930370399328e-191
"Cdkn1a",8.45047055234982e-196,-96.2196408044054,0.215,0.482,2.3659627452469e-191
"Tceb2",1.31511237435886e-195,-140.346542840833,0.925,0.982,3.68205162572995e-191
"Rbm47",1.60869753695009e-195,-7.05844867676925,0.167,0.409,4.50403136395287e-191
"Fgfr1op2",1.7262790650502e-195,-3.52038719603448,0.347,0.608,4.83323612632754e-191
"Plagl1",1.72676605822982e-195,-18.6728620425546,0.156,0.419,4.83459960983185e-191
"D15Ertd621e",3.28220575886953e-195,-3.90109888625852,0.127,0.373,9.18951968368291e-191
"Luc7l2",8.29011518755478e-195,-21.4156476245154,0.624,0.815,2.32106645021159e-190
"Cbx1",1.4517049213987e-194,-9.90497569690197,0.47,0.716,4.06448343893207e-190
"Knop1",2.324575903677e-194,-3.18997440290809,0.237,0.499,6.50834761511486e-190
"P4hb",2.74479419171712e-194,-66.2818885388246,0.666,0.831,7.68487477796958e-190
"1110004F10Rik",3.08400801629311e-194,-18.698959495792,0.538,0.766,8.63460564401745e-190
"Stag2",5.26606123350849e-194,-1.73210727945131,0.203,0.472,1.47439182415771e-189
"Shtn1",7.83267479793684e-194,-2.11845668987273,0.068,0.298,2.19299228992636e-189
"Ktn1",9.44012119224207e-194,-6.83983829134824,0.346,0.606,2.64304513140393e-189
"Nktr",1.80393147859221e-193,-3.52397708368188,0.432,0.688,5.05064735376246e-189
"Ascc3",1.77540342031392e-192,-0.988995905830813,0.076,0.308,4.97077449619493e-188
"Mlec",2.29219018838233e-192,-7.13566295369909,0.259,0.517,6.41767408943284e-188
"Glud1",3.71639402173747e-192,-10.5649594376182,0.321,0.584,1.04051599820606e-187
"Hnrnpul2",3.73856866862347e-192,-3.86580780426465,0.289,0.557,1.0467244558412e-187
"Cenpb",1.00945803433021e-191,-10.2094758778734,0.268,0.527,2.82628060451772e-187
"Cgnl1",1.88770299804177e-191,-4.95271282445577,0.197,0.455,5.28519085391734e-187
"Slc39a10",2.36962917839737e-191,-1.21243423525292,0.064,0.286,6.63448777367695e-187
"Ptms",2.50387871735342e-191,-43.3037595892878,0.859,0.948,7.01035963284612e-187
"Litaf",4.34668774202491e-191,-8.6201044389604,0.216,0.486,1.21698563401213e-186
"Smc1a",5.38275763656142e-191,-5.85943696407424,0.216,0.483,1.50706448308447e-186
"Rpl41",5.48939948330973e-191,-Inf,0.999,1,1.53692206733706e-186
"Anxa10",1.28920540990256e-190,-46.9985381637768,0,0.133,3.60951730664518e-186
"Mpzl3",2.04950599358196e-190,-0.949620268336609,0.012,0.18,5.73820688083078e-186
"Mcu",2.42089943612861e-190,-1.70176124019014,0.08,0.308,6.77803424127288e-186
"Ankrd11",3.77600384995444e-190,-5.39136284899188,0.347,0.614,1.05720555791024e-185
"Mrps24",1.20227709911173e-189,-31.4887816260489,0.581,0.764,3.36613542209303e-185
"Ndnf",1.33446516001501e-189,-25.760090513747,0.2,0.48,3.73623555501002e-185
"Iqgap1",1.40018065585637e-189,-10.9418583937267,0.601,0.787,3.92022580026667e-185
"Tbl1x",1.76302304420252e-189,-3.79915253134521,0.23,0.491,4.93611191915821e-185
"Actr2",2.05836603271989e-189,-4.88152070680273,0.331,0.59,5.76301321840915e-185
"Csnk2a1",2.35494839418076e-189,-3.56600089798758,0.327,0.594,6.5933845140273e-185
"Trip12",2.94101405067216e-189,-2.15191342274718,0.221,0.49,8.23425113907192e-185
"Tjp3",4.95146841183256e-189,-1.55509212643563,0.048,0.256,1.38631212594488e-184
"Mllt4",5.42323869673421e-189,-12.228111037794,0.309,0.56,1.51839837031164e-184
"Tmem238",6.21383346113789e-189,-27.5532346854418,0.341,0.568,1.73974909244939e-184
"Pttg1ip",6.62168545149428e-189,-6.95723272610671,0.386,0.604,1.85393949270937e-184
"Filip1l",9.10211763756809e-189,-17.7857781437104,0.323,0.602,2.54841089616631e-184
"Pitpna",1.09197859877387e-188,-3.74064970579101,0.336,0.604,3.05732168084708e-184
"Nus1",1.77600258352472e-188,-1.66888634364331,0.152,0.41,4.9724520333525e-184
"Hn1",2.00762116316411e-188,-39.1576083675545,0.474,0.732,5.62093773262687e-184
"Cep350",2.23189608670424e-188,-1.35446861667003,0.063,0.282,6.24886266355452e-184
"Rab10",3.64535736660914e-188,-8.071477146479,0.414,0.664,1.02062715550323e-183
"Napsa",4.59958287218011e-188,28.873025625131,0.483,0.247,1.28779121255299e-183
"Sf3b5",5.38257794316744e-188,-54.8787028706868,0.605,0.779,1.50701417252802e-183
"Ssr4",5.81207630246202e-188,-75.7431767892252,0.724,0.86,1.62726512316332e-183
"Wnt10a",9.198943740021e-188,-11.1887489331478,0.001,0.137,2.57552026833108e-183
"Ubxn2a",1.0622797637038e-187,-1.79288169741654,0.122,0.366,2.97417088241791e-183
"Cldn7",2.67440127818501e-187,-57.6759728184106,0.362,0.556,7.4877886986624e-183
"Rps12",3.73795072667025e-187,-328.905587387722,0.995,1,1.04655144445314e-182
"Clcn3",4.5430102917969e-187,-3.40321252758341,0.148,0.393,1.2719520214973e-182
"mt-Nd1",5.41979591510639e-187,53.4085329510789,0.999,0.987,1.51743446031149e-182
"Cym",7.75438026316051e-187,-598.105414877729,0,0.135,2.17107138607968e-182
"Tnip3",9.64496417795947e-187,-32.4428439242525,0.023,0.203,2.70039707054509e-182
"Plac8",1.377774733362e-186,10.1263712209562,0.115,0.375,3.85749369846694e-182
"Sltm",2.964462067694e-186,-5.0131221512023,0.268,0.53,8.29990089712967e-182
"Lamtor3",5.77494283545305e-186,-2.02881953821608,0.241,0.502,1.61686849507014e-181
"Smagp",5.80926312267435e-186,-6.9955258587809,0.236,0.505,1.62647748908637e-181
"Ncmap",8.6170484042507e-186,12.7200298391897,0.008,0.165,2.41260121222211e-181
"Rabgap1l",1.00534082363065e-185,-19.3526057077417,0.23,0.489,2.8147532380011e-181
"Usp1",1.10409115620089e-185,-9.66960867574199,0.132,0.373,3.09123441913125e-181
"Itpr3",2.21966303886955e-185,-4.04761842663618,0.052,0.261,6.21461257622696e-181
"Ftl1",5.02355882035685e-185,-464.518986660242,0.995,0.999,1.40649599852351e-180
"St14",1.37875354574024e-184,-3.60318233920688,0.114,0.347,3.86023417736353e-180
"Sri",1.39529615684436e-184,-70.8466591145712,0.576,0.764,3.90655017993284e-180
"Rps4x",1.69432618206741e-184,-262.511016647211,0.98,0.998,4.74377444455233e-180
"Rbpjl",1.81499122351605e-184,2.50373018906855,0.297,0.068,5.08161242760023e-180
"Ndufb9",2.2246583245223e-184,-52.303904186329,0.724,0.873,6.22859837699754e-180
"Tomm22",2.50823150375427e-184,-20.0725405297698,0.626,0.79,7.0225465642112e-180
"Chd1",3.01706273968528e-184,-1.79371835554208,0.181,0.433,8.44717225857086e-180
"Ndufs6",3.78099688913626e-184,-24.4898086150782,0.72,0.859,1.05860350902037e-179
"Marcksl1",3.48809726721231e-183,-15.0388104935782,0.559,0.781,9.76597472874102e-179
"Ccng1",4.12028200081207e-183,-17.8221745022649,0.117,0.354,1.15359655458736e-178
"Atp5l",5.03497976862355e-183,-126.745225159144,0.949,0.987,1.40969363561922e-178
"Gpd2",7.30034947649672e-183,-5.40457971058513,0.091,0.318,2.04395184642955e-178
"Hebp2",7.72707028570031e-183,-2.53747224062824,0.026,0.209,2.16342513859037e-178
"Cox17",1.31421410407068e-182,-39.7319054522691,0.64,0.772,3.67953664857708e-178
"Rpl3",1.35852807971042e-182,-138.025134860476,0.944,0.993,3.80360691757325e-178
"Kras",1.97175467248345e-182,-9.69466831554729,0.468,0.675,5.52051873201916e-178
"Huwe1",2.63254099713161e-182,-2.71381314627701,0.264,0.52,7.37058828376908e-178
"Arpp19",2.99341561883156e-182,-64.6752696804807,0.763,0.875,8.38096504960461e-178
"Acp1",3.00920559847061e-182,-6.88795781426444,0.321,0.576,8.42517383459802e-178
"Dtymk",3.9761647886711e-182,-30.4322702699302,0.326,0.58,1.11324661753213e-177
"Capn5",4.32756484381964e-182,-2.98575229703546,0.019,0.191,1.21163160497262e-177
"Dynll2",5.57762858989508e-182,-16.8110533071382,0.382,0.613,1.56162445259882e-177
"Hspe1",6.91446727861932e-182,-88.7170544624,0.731,0.868,1.93591254866784e-177
"Nipbl",8.0414952049528e-182,-2.94943895473267,0.316,0.573,2.25145782748268e-177
"Ap2b1",1.08674343432615e-181,-12.5842693712339,0.273,0.53,3.04266426742636e-177
"Cers3",1.6926881366051e-181,-0.996561958598828,0.01,0.169,4.73918824486697e-177
"Ppp1cb",1.73222820194312e-181,-4.83354880846594,0.468,0.699,4.84989251980034e-177
"Zranb2",1.78635630263676e-181,-2.8143487679169,0.317,0.569,5.00144037612241e-177
"Rock1",1.90493580688743e-181,-2.68120468403903,0.367,0.622,5.33343927212342e-177
"Dap",2.53927661376498e-181,-5.57917598629626,0.435,0.665,7.10946666321919e-177
"Ywhaq",3.08158371228269e-181,-26.0697903861838,0.682,0.836,8.62781807764909e-177
"Etv5",4.67443935457079e-181,4.5849316338473,0.312,0.088,1.30874953049273e-176
"Atp5g3",9.03328134048175e-181,-89.2688229238146,0.773,0.888,2.52913810970808e-176
"Atp5e",1.39234920309888e-180,-90.8609643575981,0.96,0.983,3.89829929883626e-176
"Nr2f2",1.50307326528932e-180,-8.97997979010185,0.241,0.51,4.20830452815703e-176
"Ell2",2.15974996664153e-180,-1.56591585291945,0.048,0.249,6.04686795660294e-176
"Timm10b",3.35513694128009e-180,-29.086706996944,0.523,0.729,9.39371240819601e-176
"Chmp4c",3.58880104698831e-180,-1.41126559469741,0.037,0.228,1.00479251713579e-175
"Ucp2",3.73265811218748e-180,-27.1188395380816,0.54,0.716,1.04506961825025e-175
"Larp4b",4.26506101134377e-180,-4.91681580818027,0.335,0.585,1.19413178195603e-175
"Uqcrq",4.43092499944436e-180,-59.5574273492081,0.867,0.94,1.24057038134443e-175
